num,store,address,review,score
287,홍대부부,제주특별자치도 제주시 한림읍 협재4길 9,58,4.3
288,회포장,제주특별자치도 제주시 한림읍 한림로 354,10,3.2
289,제주탐라만두,제주특별자치도 제주시 한림읍 한림로 335 B동 1층,11,4.1
290,BHC치킨 제주협재점,제주특별자치도 제주시 한림읍 한림로 337 3층,6,3.5
291,바다애,제주특별자치도 제주시 한림읍 협재2길 20 1,2층,9,5,
292,빠레뜨한남 협재점,제주특별자치도 제주시 한림읍 한림로 337 스타타워 301호,10,3
293,BBQ 제주협재해수욕장점,제주특별자치도 제주시 한림읍 한림로 330 2층,0,0
294,유니식탁,제주특별자치도 제주시 한림읍 한림로 356 에너벨리 2층,8,3.3
295,멕시카나치킨 협재한림점,제주특별자치도 제주시 한림읍 한림로 341,17,1.4
296,제주벨미협재점,제주특별자치도 제주시 한림읍 한림로 342,1,5
297,협재떡방아,제주특별자치도 제주시 한림읍 한림로 344,0,0
298,협재시흥곱창구이,제주특별자치도 제주시 한림읍 한림로 331,6,3.8
299,협재솥,제주특별자치도 제주시 한림읍 한림로 354 3층,2,2.5
300,빠레트 한남협재점,제주특별자치도 제주시 한림읍 한림로 335,2,2.5
301,헤이제주,제주특별자치도 제주시 한림읍 한림로 347,1,5
302,협재나쵸,제주특별자치도 제주시 한림읍 한림로 335 D동 1층,2,5
303,재릉해조대,제주특별자치도 제주시 한림읍 한림로 339,1,4
304,있씨유,제주특별자치도 제주시 한림읍 한림로 349-5 1층,2,1
305,수광,제주특별자치도 제주시 한림읍 한림로 354,0,0
306,월하독작,제주특별자치도 제주시 한림읍 협재6길 5-2 2층,3,5
307,협재돈가스,제주특별자치도 제주시 한림읍 협재6길 5-2 2층,4,2.8
308,협재로47길,제주특별자치도 제주시 한림읍 협재로 47 1층,9,4.8
309,수우동,제주특별자치도 제주시 한림읍 협재1길 11,0,0
310,별돈별 협재해변점,제주특별자치도 제주시 한림읍 협재1길 4 2층,181,4.4
311,협재고기부엌,제주특별자치도 제주시 한림읍 협재1길 1 1층,21,4.6
312,듬돌,제주특별자치도 제주시 한림읍 협재1길 2,45,3.8
313,협재바당칼국수,제주특별자치도 제주시 한림읍 한림로 358 1층,38,4.5
314,구움몽,제주특별자치도 제주시 한림읍 한림로 359 1층,26,3.9
315,썬셋비치,제주특별자치도 제주시 한림읍 한림로 361 지하 1층,7,3.9
316,도누케이크하우스,제주특별자치도 제주시 한림읍 협재1길 4 1층,0,0
317,협재술집 노래방타운,제주특별자치도 제주시 한림읍 협재1길 1 2층,0,0
318,(주)태희드림,제주특별자치도 제주시 한림읍 한림로 361,0,0
319,협재칼국수,제주특별자치도 제주시 한림읍 협재로 3 1층,96,3.2
320,더꽃돈 협재점,제주특별자치도 제주시 한림읍 한림로 366 1층,123,4.4
321,면차롱,제주특별자치도 제주시 한림읍 한림로 380,85,3.5
322,협재수돈가스 수우동직영점,제주특별자치도 제주시 한림읍 한림로 393,57,3.2
323,바당고지,제주특별자치도 제주시 한림읍 협재로 6 1층,128,4.7
324,협재리식당,제주특별자치도 제주시 한림읍 협재1길 22 1층,4,3.5
325,수선화식당,제주특별자치도 제주시 한림읍 협재1길 24,0,0
326,온다정,제주특별자치도 제주시 한림읍 한림로 381-4,61,3.6
327,협재온다정,제주특별자치도 제주시 한림읍 한림로 381-4 1층,9,3.7
328,에디손,제주특별자치도 제주시 한림읍 협재8길 20 휴먼스테이 1층 101호,4,5
329,금성우동,제주특별자치도 제주시 한림읍 한림로 371 2층 201호,7,4.9
330,파리바게뜨 협재점,제주특별자치도 제주시 한림읍 한림로 368,1,5
331,들돔 고기국수,제주특별자치도 제주시 한림읍 협재1길 2,0,0
332,제주협재 오오야,제주특별자치도 제주시 한림읍 한림로 380 1층,1,5
333,르메인빵고방,제주특별자치도 제주시 한림읍 한림로 392,0,0
334,네모바,제주특별자치도 제주시 한림읍 한림로 394 1,2층,0,0,
335,로라,제주특별자치도 제주시 한림읍 한림로 371 4층,0,0
336,온다정컴퍼니,제주특별자치도 제주시 한림읍 한림로 381-4,0,0
337,강식당,제주특별자치도 제주시 한림읍 협재1길 30 1층,105,4.1
338,협재해녀의집,제주특별자치도 제주시 한림읍 협재3길 19,45,1.5
339,금능이모네,제주특별자치도 제주시 한림읍 협재1길 33 1층,9,4.4
340,알앤알,제주특별자치도 제주시 한림읍 협재1길 29 1층,56,4.6
