num,name,address,review,score
107,제주돌창고,제주특별자치도 제주시 한경면 조수7길 8 1층,65,4.5
108,닻별,제주특별자치도 제주시 한림읍 금능길 89 1층,5,4.8
109,반하크라,제주특별자치도 제주시 한림읍 한림로 236-3,12,4.5
110,시트러스가드닝카페,제주특별자치도 제주시 한림읍 금능4길 20,19,5
111,지금여기에Part2,제주특별자치도 제주시 한림읍 금능길 79 2층,15,5
112,카페무보,제주특별자치도 제주시 한림읍 금능6길 16-14 1층,2,3.5
113,금능팬케이크하우스,제주특별자치도 제주시 한림읍 금능6길 19 1층,3,
114,제주김귤,제주특별자치도 제주시 한림읍 금능남로 28 1층,10,5
115,고팡갤러리,제주특별자치도 제주시 한림읍 금능남로 15,0,0
116,그루브,제주특별자치도 제주시 한림읍 한림로 333 1~3층,173,4.3
117,쉼그대머물다,제주특별자치도 제주시 한림읍 비양도길 274-2 1층,17,4.9
118,카페52,제주특별자치도 서귀포시 대정읍 신영로36번길 35,2,5
119,오케이다방,제주특별자치도 서귀포시 대정읍 신영로36번길 45 지하,0,0
120,감저,제주특별자치도 서귀포시 대정읍 대한로 22,12,4.6
121,나비정원,제주특별자치도 서귀포시 대정읍 신영로 60-7,23,4.6
122,차뜨락,제주특별자치도 서귀포시 대정읍 신영로36번길 71,7,4.7
123,카페하모,제주특별자치도 서귀포시 대정읍 동일하모로149번길 4 1층,0,0
124,인디55,제주특별자치도 서귀포시 대정읍 동일하모로98번길 48-36,4,0
125,그래듀얼,제주특별자치도 서귀포시 대정읍 대한로 7,10,4.5
126,슈퍼맨,제주특별자치도 제주시 중앙로 327,1,5
127,무릉연화303,제주특별자치도 서귀포시 대정읍 무릉인향로53번길 61-70,4,5
128,스팅그레이,제주특별자치도 제주시 한경면 대한로 860-41,42,4.9
129,곶자왈보석상자,제주특별자치도 제주시 한경면 청수서4길 29-10,0,2.5
130,아파트먼트커피,제주특별자치도 제주시 한경면 청수서2길 96 1층,14,3
131,이립,제주특별자치도 제주시 한경면 청수로 82-10 2층 201호,8,5
132,에스테틱스오브슬로우,제주특별자치도 제주시 한경면 대한로 1028-3 1층,0,0
133,카페더그레이스,제주특별자치도 제주시 한경면 낙수로 276,0,5
134,그린페블,제주특별자치도 제주시 한림읍 수동7길 54-3,39,4.5
135,우주인,제주특별자치도 제주시 한림읍 금능남로 251-1,18,4
136,현커피,제주특별자치도 제주시 한림읍 금능남로 215 1층,1,5
137,말리가,제주특별자치도 제주시 한림읍 협재로 124 1층,134,4.5
138,쉼표,제주특별자치도 제주시 한림읍 한림로 359,147,3.4
139,슬랩,제주특별자치도 제주시 한림읍 한림로 354 2층,128,4.8
140,호텔샌드,제주특별자치도 제주시 한림읍 한림로 339 1층,692,3.8
141,스타벅스 제주협재점,제주특별자치도 제주시 한림읍 한림로 337,259,3.4
142,비마이게스트,제주특별자치도 제주시 한림읍 한림로 406 1층,115,4.2
143,바다위에코끼리,제주특별자치도 제주시 한림읍 협재1길 27-6 1층,43,4.4
144,카페훤,제주특별자치도 제주시 한림읍 협재1길 8 1/2층,57,4.3
145,배롱정원,제주특별자치도 제주시 한림읍 협재4길 19,108,
146,카페뚜이,제주특별자치도 제주시 한림읍 협재1길 45 1층,58,4.8
147,한형수정원,제주특별자치도 제주시 한림읍 옹포2길 44,9,4.6
148,카페연희,제주특별자치도 제주시 한림읍 한림로 417 1층,68,4.8
149,협재비선루,제주특별자치도 제주시 한림읍 협재1길 47-1,69,4.8
150,런던다락,제주특별자치도 제주시 한림읍 한림로 335 D동 1층 104호,34,4.5
151,제주설심당 협재점,제주특별자치도 제주시 한림읍 한림로 371,14,4.2
152,제주미작,제주특별자치도 제주시 한림읍 협재8길 22 1층,19,5
153,협재이길,제주특별자치도 제주시 한림읍 협재2길 14 1층,32,4.8
154,LOLA(롤라),제주특별자치도 제주시 한림읍 한림로 371 3층,4,5
155,볼륨,제주특별자치도 제주시 한림읍 한림로 400-2,8,4.9
156,스몰홀더,제주특별자치도 제주시 한림읍 한림로 363,12,4.3
157,카페모래알,제주특별자치도 제주시 한림읍 한림로 349-1,1,2.8
158,에니스케리,제주특별자치도 제주시 한림읍 한림로 361 1층,17,4.8
159,협재조랑게,제주특별자치도 제주시 한림읍 협재1길 55-9 1층,50,5
160,서쪽숲,제주특별자치도 제주시 한림읍 협재6길 5-2 1층 포_레스트,23,2.7
161,카페테틈 제주,제주특별자치도 제주시 한림읍 협재1길 59 가,나동,22,5,
162,일공일,제주특별자치도 제주시 국기로2길 19,2,5
163,과달루페,제주특별자치도 제주시 한림읍 옹포2길 10,0,0
164,로블리샵&카페,제주특별자치도 제주시 한림읍 한림로 375 1층,8,5
165,윤비자,제주특별자치도 제주시 한림읍 한림로 431 B동 1층,0,0
166,별빛두방울다방,제주특별자치도 제주시 한림읍 협재10길 33-6 1층,0,0
167,제주새참,제주특별자치도 제주시 한림읍 한림로 431,0,0
168,포춘살롱,제주특별자치도 제주시 한림읍 협재4길 9 1층,0,0
169,NZ카페,제주특별자치도 제주시 한림읍 협재1길 45,0,0
170,카페안,제주특별자치도 제주시 한림읍 옹포2길 12,0,0
171,투썸플레이스 제주모슬포점,제주특별자치도 서귀포시 대정읍 최남단해안로 44,1,3.4
172,어드래커피,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 5 1층,16,4.6
173,멜케,제주특별자치도 서귀포시 대정읍 최남단해안로127번길 3-3 1층,17,4.8
174,제주 망고야,제주특별자치도 서귀포시 대정읍 최남단해안로 95,2,5
175,재클린디저트 모슬포점,제주특별자치도 서귀포시 대정읍 최남단해안로 26-1,4,2.4
176,카페루앤비 제주모슬포점,제주특별자치도 서귀포시 대정읍 하모항구로 71-1 1층,3,5
177,바빈스커피 제주모슬포점,제주특별자치도 서귀포시 대정읍 최남단해안로 22 1층,0,0
178,와토커피,제주특별자치도 서귀포시 대정읍 동일하모로 238,118,4.3
179,카페사우다드,제주특별자치도 서귀포시 대정읍 하모이삼로51번길 28,10,4.8
180,제주설심당 모슬포점,제주특별자치도 서귀포시 대정읍 신영로 73 2층,6,5
181,모슬포정미소,제주특별자치도 서귀포시 대정읍 하모중앙로 57-3 1층,12,4.8
182,카페블루하우스모슬포,제주특별자치도 서귀포시 대정읍 하모중앙로 22 1층 101호,27,4.6
183,앙카페앤바,제주특별자치도 서귀포시 대정읍 하모항구로 75-1,5,4
184,컴포즈커피 서귀포대정점,제주특별자치도 서귀포시 대정읍 신영로 102,1,5
185,오우야 에스프레소바 모슬포점,제주특별자치도 서귀포시 대정읍 신영로 75 1층,9,4
186,어나더페이지,제주특별자치도 서귀포시 대정읍 동일하모로220번길 19,9,4.7
187,카페봄봄 서귀모슬포점,제주특별자치도 서귀포시 대정읍 신영로 103 1층,0,5
188,더벤티 모슬포점,제주특별자치도 서귀포시 대정읍 상모대서로 6 1층,0,3.7
189,리틀비틀키즈카페 모슬포점,제주특별자치도 서귀포시 대정읍 하모중앙로 48,0,3.4
190,카페아모르파티,제주특별자치도 서귀포시 대정읍 상모대서로 43-2,7,5
191,청자다방,제주특별자치도 제주시 정존5길 23 1층,1,5
192,해성이용원,제주특별자치도 서귀포시 대정읍 하모항구로 75-1,3,3.4
193,자운당문화카페,제주특별자치도 서귀포시 대정읍 신영로 128-1,0,5
