num,name,address,review,score
190,금오장모텔,제주특별자치도 제주시 서광로4길 16,0,1
191,조아모텔,제주특별자치도 제주시 서광로2길 11-4,0,4.5
192,1mm모텔,제주특별자치도 제주시 서광로2길 1,0,0
193,명신여관,제주특별자치도 제주시 서사로 181,0,0
194,한영장여관,제주특별자치도 제주시 서광로 160,0,0
195,호텔탑아일랜드,제주특별자치도 제주시 용남1길 47,8,4.8
196,호텔G,제주특별자치도 제주시 남성로 117,0,3.6
197,트윈스호텔,제주특별자치도 제주시 남성로 129-6,4,3.3
198,올림피아모텔,제주특별자치도 제주시 서광로 171,1,3
199,해마루모텔,제주특별자치도 제주시 서광로 159,0,4
200,쌈지모텔,제주특별자치도 제주시 서사로4길 15-1,1,5
201,제주산올레모텔,제주특별자치도 제주시 서광로3길 1,1,0
202,안남모텔,제주특별자치도 제주시 남성로11길 2,1,0
203,한라산모텔,제주특별자치도 제주시 남성로 118,0,0
204,신강남모텔,제주특별자치도 제주시 서광로3길 2,0,0
205,뉴스타모텔,제주특별자치도 제주시 서사로 102,0,0
206,한진모텔,제주특별자치도 제주시 남성로 119,0,0
207,보영모텔,제주특별자치도 제주시 서사로 122,0,0
208,메모리모텔,제주특별자치도 제주시 평전1길 1,0,0
209,비원모텔,제주특별자치도 제주시 남성로 129-4,0,0
210,덕수모텔,제주특별자치도 제주시 남성로 29,0,0
211,만복모텔,제주특별자치도 제주시 남성로 129-9,0,4
212,백조여관,제주특별자치도 제주시 전농로7길 43,0,0
213,럭키장모텔,제주특별자치도 제주시 서광로 189,0,0
214,한백장모텔,제주특별자치도 제주시 남성로 69,0,0
215,용인모텔,제주특별자치도 제주시 남성로 116,0,0
216,서울여관,제주특별자치도 제주시 전농로7길 44-1,0,0
217,오라스테이,제주특별자치도 제주시 무근성길 44,9,3.8
218,용연모텔,제주특별자치도 제주시 흥운길 63-6,0,0
219,무궁화모텔,제주특별자치도 제주시 서사로 16,0,0
220,금호여관,제주특별자치도 제주시 무근성7길 4,0,0
221,호텔백록담,제주특별자치도 제주시 도남로 5,0,1
222,모텔준,제주특별자치도 제주시 서광로26길 8-12,0,0
223,아세아모텔,제주특별자치도 제주시 서광로26길 1,0,0
224,진영모텔,제주특별자치도 제주시 광양8길 1-8,0,1
225,성림모텔,제주특별자치도 제주시 서광로30길 2,0,0
226,수모텔,제주특별자치도 제주시 광양8길 15,2,4
227,성우장,제주특별자치도 제주시 도남로 5-1,0,0
228,한옥여인숙,제주특별자치도 제주시 광양8길 29,0,0
229,우정여관,제주특별자치도 제주시 도남로 3-3,0,0
230,삼보장모텔,제주특별자치도 제주시 서광로30길 4,0,0
231,정성장,제주특별자치도 제주시 도남로 6-1,0,0
232,한성여인숙,제주특별자치도 제주시 서광로24길 2,0,0
233,제주엘루이호텔,제주특별자치도 제주시 서광로21길 1,6,3.8
234,풀하우스,제주특별자치도 제주시 서광로25길 4,0,3
235,휴모텔,제주특별자치도 제주시 서광로25길 8,1,5
236,라임모텔,제주특별자치도 제주시 서광로25길 4-3,1,3.6
237,녹원모텔,제주특별자치도 제주시 서광로25길 6,0,3
238,서사라호텔,제주특별자치도 제주시 서사로 99,0,5
239,금정모텔,제주특별자치도 제주시 서광로25길 10,0,5
240,힐링하우스,제주특별자치도 제주시 홍랑길 4-6,0,5
241,국일모텔,제주특별자치도 제주시 서사로17길 2,0,0
242,티나모텔,제주특별자치도 제주시 서광로19길 21,0,0
243,덕원모텔,제주특별자치도 제주시 서사로17길 4,0,0
244,사라모텔,제주특별자치도 제주시 서사로13길 2,0,0
245,은성여인숙,제주특별자치도 제주시 서광로25길 6-1,0,0
246,서로모텔,제주특별자치도 제주시 서사로17길 3,0,0
247,신대화모텔,제주특별자치도 제주시 서광로21길 4,0,0
248,오름모텔,제주특별자치도 제주시 홍랑길 4-4,0,0
249,모텔프라임,제주특별자치도 제주시 광양6길 13,0,0
250,삼성여인숙,제주특별자치도 제주시 광양4길 8-2,0,0
251,케이모텔,제주특별자치도 제주시 광양4길 3,0,0
252,풍기모텔,제주특별자치도 제주시 광양1길 2-1,0,0
253,일조모텔,제주특별자치도 제주시 광양1길 2-1,0,0
254,배비장모텔,제주특별자치도 제주시 광양6길 4,0,0
255,산호모텔,제주특별자치도 제주시 서광로29길 22-12,0,0
256,흥진여인숙,제주특별자치도 제주시 광양1길 12,0,0
257,남국여인숙,제주특별자치도 제주시 광양2길 13,0,0
258,광명여인숙,제주특별자치도 제주시 중앙로 186-2,0,0
259,생수장모텔,제주특별자치도 제주시 고전길 27,0,0
260,위드모텔,제주특별자치도 제주시 남성로 143-11,0,0
261,한성여관,제주특별자치도 제주시 중앙로22길 3,0,0
262,덕창장여관,제주특별자치도 제주시 남성로26길 9,0,0
263,수와정여관,제주특별자치도 제주시 중앙로25길 7,0,0
264,미림장,제주특별자치도 제주시 오현길 10,0,0
265,장수여관,제주특별자치도 제주시 고전길 8,0,0
266,호텔조이,제주특별자치도 제주시 중앙로14길 30-1,2,2.3
267,탑모텔,제주특별자치도 제주시 중앙로14길 30-1,2,2.3
268,선인장모텔,제주특별자치도 제주시 중앙로8길 5,0,4
269,수복모텔,제주특별자치도 제주시 관덕로 34-1,0,0
270,동양여관,제주특별자치도 제주시 무근성7길 16-8,0,0
271,만금장,제주특별자치도 제주시 중앙로15길 6,0,5
272,유나모텔,제주특별자치도 제주시 중앙로15길 6,0,5
273,세안장여관,제주특별자치도 제주시 관덕로6길 8,0,0
274,화랑모텔,제주특별자치도 제주시 무근성7길 12-6,0,0
275,우신장여관,제주특별자치도 제주시 관덕로4길 1-5 208호,0,0
276,무진장모텔,제주특별자치도 제주시 관덕로3길 13,0,0
277,대동호텔,제주특별자치도 제주시 관덕로15길 6,15,4.1
278,더제이드,제주특별자치도 제주시 관덕로15길 7-1,49,3.4
279,하이드파크텔,제주특별자치도 제주시 만덕로6길 29,0,0
280,동문여관,제주특별자치도 제주시 관덕로17길 5,0,0
281,황금장,제주특별자치도 제주시 산지로 21-2,0,0
282,동성장모텔,제주특별자치도 제주시 관덕로15길 5-1,1,0
283,유림장여관,제주특별자치도 제주시 동문로6길 5-3,0,0
284,영빈여관,제주특별자치도 제주시 관덕로17길 9-2,0,0
285,향림여인숙,제주특별자치도 제주시 오현길 78-8,0,0
286,여관보라장,제주특별자치도 제주시 관덕로15길 9-6,0,0
287,태화여관,제주특별자치도 제주시 관덕로15길 3-8,0,0
288,천일여인숙,제주특별자치도 제주시 동문로6길 5-5,0,0
289,동양여인숙,제주특별자치도 제주시 동문로6길 4,0,0
290,칠성장여관,제주특별자치도 제주시 칠성로길 44-3,0,0
291,호호네미니호텔,제주특별자치도 제주시 중앙로2길 11,2,5
292,탑에이스모텔,제주특별자치도 제주시 관덕로7길 36,0,0
293,굿나잇모텔,제주특별자치도 제주시 관덕로7길 38,0,0
294,태경모텔,제주특별자치도 제주시 중앙로2길 39,0,0
295,은정모텔,제주특별자치도 제주시 탑동로3길 4,0,0
296,베드라디오 동문점,제주특별자치도 제주시 중앙로1길 41-1,35,3.7
297,체크인호텔,제주특별자치도 제주시 임항로 28,11,2.6
298,보보스호텔,제주특별자치도 제주시 서부두남길 20,1,1
299,CF모텔,제주특별자치도 제주시 중앙로7길 21-1,1,0
300,글로벌모텔,제주특별자치도 제주시 중앙로1길 14-1,0,5
301,타기모텔,제주특별자치도 제주시 중앙로5길 12,3,5
302,로피하우스,제주특별자치도 제주시 중앙로1길 12,3,4
303,사모아,제주특별자치도 제주시 임항로 16,1,4
304,타워모텔,제주특별자치도 제주시 중앙로1길 12,0,0
305,히트모텔,제주특별자치도 제주시 중앙로3길 34,0,0
306,태양모텔,제주특별자치도 제주시 중앙로3길 2,0,0
307,명승여인숙,제주특별자치도 제주시 중앙로3길 3,0,0
308,녹수장여관,제주특별자치도 제주시 중앙로3길 36,0,0
309,펠리체호스텔 예약실,제주특별자치도 제주시 구남동2길 24,0,0
310,에메랄드호텔에이스,제주특별자치도 제주시 오복5길 4,4,3.5
311,줄리아나모텔,제주특별자치도 제주시 신성로13길 25-1 6층,0,0
312,대영모텔,제주특별자치도 제주시 고산동산1길 9-12,1,0
313,용운모텔,제주특별자치도 제주시 광양13길 5,0,0
314,진성모텔,제주특별자치도 제주시 광양13길 4,0,0
315,시티홀호텔,제주특별자치도 제주시 동광로4길 9-4,0,3
316,라인호텔,제주특별자치도 제주시 동광로 40,6,4.4
317,호텔더레드,제주특별자치도 제주시 동광로6길 10,0,5
318,하나호텔,제주특별자치도 제주시 고마로 58,0,0
319,하이커호텔,제주특별자치도 제주시 신산로 79,0,0
320,파크힐,제주특별자치도 제주시 삼성로 65,0,0
321,동남아장,제주특별자치도 제주시 신산로 93-2,0,0
322,궁전장,제주특별자치도 제주시 동광로17길 30-1,0,0
323,기린모텔,제주특별자치도 제주시 산지로 1-4,0,5
324,신천지호텔,제주특별자치도 제주시 동대북길 1,0,0
325,북경모텔,제주특별자치도 제주시 사라봉9길 14,0,1
326,제주영성모텔,제주특별자치도 제주시 동문로10길 1,0,5
327,하니여관,제주특별자치도 제주시 동광로19길 55-10,0,0
328,씨엘호텔,제주특별자치도 제주시 고마로 35,0,3.7
329,봉성모텔,제주특별자치도 제주시 동문로 121,0,0
330,쌍송호텔,제주특별자치도 제주시 신산로 19,0,0
331,동백장,제주특별자치도 제주시 사라봉7길 42,0,0
332,영자여인숙,제주특별자치도 제주시 고마로 2-4,0,0
333,부림장,제주특별자치도 제주시 고마로 1,0,0
334,안성여인숙,제주특별자치도 제주시 동문로10길 6,0,0
335,동도여관,제주특별자치도 제주시 고마로1길 1-2,0,0
336,청원모텔,제주특별자치도 제주시 삼성로11길 32,0,0
337,브르장여관,제주특별자치도 제주시 고마로1길 1,0,0
338,삼장여관,제주특별자치도 제주시 고마로 2-1,0,0
339,국보여인숙,제주특별자치도 제주시 고마로1길 1-1,0,0
340,마로호스텔,제주특별자치도 제주시 동광로21길 5,12,4.4
341,동궁모텔,제주특별자치도 제주시 고마로13길 4-1,0,0
342,레몬장여관,제주특별자치도 제주시 고마로16길 2,0,0
343,선화모텔,제주특별자치도 제주시 고마로11길 4-2,0,0
344,세명파크,제주특별자치도 제주시 동광로 163,0,0
345,더오젠호텔,제주특별자치도 제주시 동광로23길 3,0,0
346,로즈장,제주특별자치도 제주시 동문로 136-1,0,0
347,호텔사라봉,제주특별자치도 제주시 동문로 133,0,0
348,문화모텔,제주특별자치도 제주시 사라봉7길 39-10,0,5
349,별관모텔,제주특별자치도 제주시 동문로 139,0,5
350,오당장모텔,제주특별자치도 제주시 동문로 135,0,0
351,라벤다호텔,제주특별자치도 서귀포시 중정로 1 7층,0,2.7
352,HY초이호스텔,제주특별자치도 서귀포시 태평로335번길 11-1,5,0
353,초이호스텔제주,제주특별자치도 서귀포시 태평로335번길 11-1,4,4.5
354,대명모텔,제주특별자치도 서귀포시 중정로 19-7,0,0
355,모텔미몽,제주특별자치도 서귀포시 서문로29번길 11,4,1
356,대림모텔,제주특별자치도 서귀포시 중정로 21,0,0
357,한두모텔,제주특별자치도 서귀포시 태평로335번길 21,0,3.8
358,동명모텔,제주특별자치도 서귀포시 서문로41번길 4,0,0
359,하루호텔,제주특별자치도 제주시 삼무로1길 3,2,3.3
360,오소록스테이,제주특별자치도 서귀포시 서문로 45,0,0
361,귀락모텔,제주특별자치도 서귀포시 서문서로 10,0,0
362,올레로하우스,제주특별자치도 서귀포시 중앙로59번길 16,0,0
363,동경모텔,제주특별자치도 서귀포시 태평로335번길 23,0,0
364,오아시스모텔,제주특별자치도 서귀포시 서문로 58,0,0
365,산수장여관,제주특별자치도 서귀포시 태평로 333,0,0
366,모텔경원장,제주특별자치도 서귀포시 중정로 19-6,0,0
367,대호장여관,제주특별자치도 서귀포시 중정로5번길 1,0,0
368,스타성모텔,제주특별자치도 서귀포시 중앙로71번길 15-4,0,4
