num,id,place_name,category,address,x,y,url
23,19387196,머물다,카페,제주특별자치도 제주시 한경면 고산로 40,126.1795993,33.30460071,http://place.map.kakao.com/19387196
24,63449029,커피&커리,카페,제주특별자치도 제주시 한경면 고산로 40,126.179615,33.30463778,http://place.map.kakao.com/63449029
25,830081272,열두달,카페,제주특별자치도 제주시 한경면 용수길 37,126.1703214,33.32238346,http://place.map.kakao.com/830081272
26,1313144249,클랭블루,카페,제주특별자치도 제주시 한경면 한경해안로 552-22,126.1773011,33.34487229,http://place.map.kakao.com/1313144249
27,20199015,카페파람,카페,제주특별자치도 제주시 한경면 한경해안로 470,126.1712332,33.34178457,http://place.map.kakao.com/20199015
28,385616930,풍차로가는길,카페,제주특별자치도 제주시 한경면 한경해안로 502-3,126.1745476,33.3422917,http://place.map.kakao.com/385616930
29,1254048865,테이크타임커피로스터스,카페,제주특별자치도 제주시 한경면 한경해안로 552-21,126.1769435,33.34463551,http://place.map.kakao.com/1254048865
30,2074231774,내가여기서이걸할줄몰랐다,카페,제주특별자치도 제주시 한경면 한경해안로 565,126.1793135,33.34608653,http://place.map.kakao.com/2074231774
31,1021562497,골든망고 신창풍차해안본점,카페,제주특별자치도 제주시 한경면 한경해안로 485,126.1721252,33.34309602,http://place.map.kakao.com/1021562497
32,761623806,그린구름,카페,제주특별자치도 제주시 한경면 한경해안로 474-22,126.1728019,33.34071943,http://place.map.kakao.com/761623806
33,12912040,별위별,카페,제주특별자치도 제주시 한경면 한경해안로 502-3,126.1745614,33.34231073,http://place.map.kakao.com/12912040
35,693572114,에피소드,카페,제주특별자치도 제주시 한경면 고조로 62,126.1880813,33.30591596,http://place.map.kakao.com/693572114
36,1529120192,쓰쓰카페,카페,제주특별자치도 제주시 한경면 성굴로 34-6,126.1837006,33.33826439,http://place.map.kakao.com/1529120192
37,1947663934,3인칭관찰자시점,카페,제주특별자치도 제주시 한경면 신창7길 24,126.1812,33.34974861,http://place.map.kakao.com/1947663934
38,1400201049,모몽더티하우스,카페,제주특별자치도 제주시 한경면 신한로 10,126.1840488,33.34976556,http://place.map.kakao.com/1400201049
39,868062632,요나스,카페,제주특별자치도 제주시 한경면 신한로 17,126.1850162,33.3497052,http://place.map.kakao.com/868062632
40,1135956896,제주백야,카페,제주특별자치도 제주시 한경면 두신로 34,126.1828746,33.34608837,http://place.map.kakao.com/1135956896
41,1382011189,도르라미,카페,제주특별자치도 제주시 한경면 일주서로 4264,126.1855728,33.34622511,http://place.map.kakao.com/1382011189
42,957042791,미레이나,카페,제주특별자치도 제주시 한경면 두모3길 17,126.1825523,33.35240639,http://place.map.kakao.com/957042791
43,1321505574,카페 사분의이,카페,제주특별자치도 제주시 한경면 두신로 92-7,126.18457,33.35101138,http://place.map.kakao.com/1321505574
44,1436757802,카페두모리에,카페,제주특별자치도 제주시 한경면 두모11길 52-1,126.1830614,33.35748208,http://place.map.kakao.com/1436757802
45,444774790,벚유,카페,제주특별자치도 제주시 한경면 두모11길 51,126.1825114,33.35689784,http://place.map.kakao.com/444774790
46,917911797,루페이퍼,카페,제주특별자치도 서귀포시 대정읍 서삼중로 217,126.1916685,33.27728203,http://place.map.kakao.com/917911797
47,1393910953,12.제라,카페,제주특별자치도 서귀포시 대정읍 도원로 202,126.1909292,33.27760901,http://place.map.kakao.com/1393910953
48,541994515,신수카페,카페,제주특별자치도 제주시 한경면 고락로 180-6,126.1984281,33.30270763,http://place.map.kakao.com/541994515
49,492832260,웨스트그라운드,카페,제주특별자치도 제주시 한경면 신한로 183-16,126.1964572,33.33917163,http://place.map.kakao.com/492832260
50,1593889924,빛나는여름,카페,제주특별자치도 제주시 한경면 한원북길 24,126.1947756,33.33632073,http://place.map.kakao.com/1593889924
51,1180081680,로보로봇,카페,제주특별자치도 제주시 한경면 한원남길 1,126.1974307,33.33515141,http://place.map.kakao.com/1180081680
52,1702867045,카페온결,카페,제주특별자치도 제주시 한경면 일주서로 4428,126.1904984,33.35989206,http://place.map.kakao.com/1702867045
53,1889843326,프롬나드 제주,카페,제주특별자치도 제주시 한경면 금등4길 96,126.1959837,33.35446857,http://place.map.kakao.com/1889843326
54,165124400,귤당리,카페,제주특별자치도 제주시 한경면 일주서로 4492,126.1961624,33.3630709,http://place.map.kakao.com/165124400
55,378533601,카페원웨이,카페,제주특별자치도 제주시 한경면 일주서로 4459-4,126.1931484,33.36251129,http://place.map.kakao.com/378533601
56,717162944,오지힐 제주점,카페,제주특별자치도 제주시 한경면 일주서로 4469,126.1935424,33.36266352,http://place.map.kakao.com/717162944
57,1053673971,헤이피피,카페,제주특별자치도 제주시 한경면 일주서로 4533-3,126.1998178,33.36493014,http://place.map.kakao.com/1053673971
58,908807588,하와,카페,제주특별자치도 제주시 한경면 일주서로 4533-9,126.1990745,33.36537975,http://place.map.kakao.com/908807588
59,156424422,올인원제주,카페,제주특별자치도 제주시 한경면 일주서로 4459-10,126.1928348,33.36249934,http://place.map.kakao.com/156424422
60,684526411,코삿호다,카페,제주특별자치도 제주시 한경면 판포리 2881-3 제 1동 1층,126.1985044,33.3655636,http://place.map.kakao.com/684526411
61,1885220129,모퉁이작은집,카페,제주특별자치도 제주시 한경면 일주서로 4530,126.1997835,33.36445749,http://place.map.kakao.com/1885220129
62,1778007550,쉘브르,카페,제주특별자치도 제주시 한경면 일주서로 4533-11,126.1988721,33.36541451,http://place.map.kakao.com/1778007550
63,1134661924,카페데이앤데이,카페,제주특별자치도 서귀포시 대정읍 노을해안로 216,126.206689,33.2455188,http://place.map.kakao.com/1134661924
64,38336993,코코메아,카페,제주특별자치도 제주시 한경면 판포중길 31,126.2025388,33.3597004,http://place.map.kakao.com/38336993
65,1891548585,꼬닥꼬닥,카페,제주특별자치도 제주시 한경면 판포중2길 5-2,126.2014394,33.35866913,http://place.map.kakao.com/1891548585
66,1249787282,아도스팩토리,카페,제주특별자치도 제주시 한경면 판포중2길 21-262,126.2009687,33.35610198,http://place.map.kakao.com/1249787282
67,1915903142,울트라마린,카페,제주특별자치도 제주시 한경면 일주서로 4611,126.2060644,33.36946377,http://place.map.kakao.com/1915903142
68,1555102696,카페판포리,카페,제주특별자치도 제주시 한경면 판포4길 27,126.2019871,33.36316617,http://place.map.kakao.com/1555102696
69,1580292836,바람아래카페,카페,제주특별자치도 제주시 한경면 판포4길 23,126.2017375,33.36320334,http://place.map.kakao.com/1580292836
70,17350387,해거름전망대카페,카페,제주특별자치도 제주시 한경면 판포리 1608,126.2062559,33.37013938,http://place.map.kakao.com/17350387
71,686050236,스텔베이커리까페,카페,제주특별자치도 서귀포시 대정읍 전세비로 20-76,126.2176547,33.24459018,http://place.map.kakao.com/686050236
72,2036344906,하소로커피,카페,제주특별자치도 제주시 한경면 불그못로 72,126.2178956,33.29556839,http://place.map.kakao.com/2036344906
73,1129507173,혼디인2714,카페,제주특별자치도 제주시 한경면 고조로 402,126.2153039,33.32446271,http://place.map.kakao.com/1129507173
74,1990235814,산노루,카페,제주특별자치도 제주시 한경면 낙원로 32,126.2133045,33.33003815,http://place.map.kakao.com/1990235814
75,1201382621,오오디,카페,제주특별자치도 제주시 한경면 용금로 360-10,126.2188423,33.33171671,http://place.map.kakao.com/1201382621
76,1190802900,달링하버,카페,제주특별자치도 제주시 한경면 금등대안3길 42-10,126.2114266,33.34582938,http://place.map.kakao.com/1190802900
77,12020471,쉴만한물가,카페,제주특별자치도 제주시 한림읍 월령안길 30,126.2140251,33.37607439,http://place.map.kakao.com/12020471
78,639065248,월령15,카페,제주특별자치도 제주시 한림읍 한림로 15,126.2176405,33.37626312,http://place.map.kakao.com/639065248
79,1515786263,마노,카페,제주특별자치도 제주시 한림읍 월령1길 24,126.2144524,33.37587334,http://place.map.kakao.com/1515786263
80,1100276848,알14,카페,제주특별자치도 제주시 한림읍 월령안길 24,126.2141824,33.37650184,http://place.map.kakao.com/1100276848
81,1950137351,블루하이,카페,제주특별자치도 제주시 한림읍 한림로 77,126.218029,33.38136315,http://place.map.kakao.com/1950137351
82,670941856,인스밀,카페,제주특별자치도 서귀포시 대정읍 일과대수로27번길 22,126.2292343,33.23848105,http://place.map.kakao.com/670941856
83,1592014230,빈계절,카페,제주특별자치도 서귀포시 대정읍 무영로228번길 17-7,126.2235504,33.28113584,http://place.map.kakao.com/1592014230
84,1571386635,사사일,카페,제주특별자치도 서귀포시 대정읍 무영로254번길 17,126.2242205,33.28256546,http://place.map.kakao.com/1571386635
85,312200762,플루스커피,카페,제주특별자치도 제주시 한경면 낙조길 178-45,126.2209469,33.31077591,http://place.map.kakao.com/312200762
86,27417809,달아래팥,카페,제주특별자치도 제주시 한경면 낙수로 148,126.2289971,33.32407781,http://place.map.kakao.com/27417809
87,469266534,아녹,카페,제주특별자치도 제주시 한경면 낙조길 22,126.2242681,33.323273,http://place.map.kakao.com/469266534
88,1061236803,줄라이앤어거스트,카페,제주특별자치도 제주시 한경면 낙원로 93,126.2201072,33.32777476,http://place.map.kakao.com/1061236803
89,309217050,제주낭그늘,카페,제주특별자치도 제주시 한경면 낙수로 97,126.2262547,33.32790247,http://place.map.kakao.com/309217050
90,239838125,크래커스커피 한경점,카페,제주특별자치도 제주시 한경면 낙수로 1,126.2273208,33.33512999,http://place.map.kakao.com/239838125
91,1985176121,카페그해여름,카페,제주특별자치도 제주시 한경면 홍수암로 568,126.2279659,33.33700752,http://place.map.kakao.com/1985176121
92,1663712027,카페디캠,카페,제주특별자치도 제주시 한경면 판조로 385,126.2255573,33.33911668,http://place.map.kakao.com/1663712027
93,699810668,블루로즈 553,카페,제주특별자치도 제주시 한경면 홍수암로 553,126.2282979,33.33809239,http://place.map.kakao.com/699810668
94,1035881278,과수원피스,카페,제주특별자치도 제주시 한림읍 한림로 176-2,126.2269572,33.38550328,http://place.map.kakao.com/1035881278
95,168239431,카페이면,카페,제주특별자치도 제주시 한림읍 금능5길 13,126.2265558,33.38859142,http://place.map.kakao.com/168239431
96,130374132,소사오름,카페,제주특별자치도 제주시 한림읍 금능길 61,126.2296921,33.38832603,http://place.map.kakao.com/130374132
97,1927223623,카페 아이엠셀럽,카페,제주특별자치도 제주시 한림읍 금능3길 28,126.2261344,33.38909008,http://place.map.kakao.com/1927223623
98,26980914,문화카페별차롱,카페,제주특별자치도 제주시 한림읍 금능길 39,126.2272922,33.3879658,http://place.map.kakao.com/26980914
99,169198683,비주비주,카페,제주특별자치도 제주시 한림읍 비양도길 32,126.2282845,33.40507959,http://place.map.kakao.com/169198683
100,546424116,섬,카페,제주특별자치도 제주시 한림읍 비양도길 32-5,126.2282695,33.40531571,http://place.map.kakao.com/546424116
101,27447046,재게재게옵서카페,카페,제주특별자치도 제주시 한림읍 비양도길 32-3,126.2281758,33.40521595,http://place.map.kakao.com/27447046
102,546889594,올레카페,카페,제주특별자치도 제주시 한림읍 비양도길 24,126.2288718,33.40527438,http://place.map.kakao.com/546889594
103,1679229749,날외15,카페,제주특별자치도 서귀포시 대정읍 일과대수로 15,126.2319693,33.2396953,http://place.map.kakao.com/1679229749
104,1653999847,우녕,카페,제주특별자치도 서귀포시 대정읍 칠전로 528-20,126.2315296,33.28146583,http://place.map.kakao.com/1653999847
105,1755034407,카페오제,카페,제주특별자치도 제주시 한경면 불그못로 222,126.2329839,33.29596086,http://place.map.kakao.com/1755034407
106,1535388275,토니커피,카페,제주특별자치도 제주시 한경면 연명로 13-2,126.2351338,33.29283023,http://place.map.kakao.com/1535388275
107,528690715,유람위드북스,카페,제주특별자치도 제주시 한경면 조수동2길 54-36,126.2347938,33.33973833,http://place.map.kakao.com/528690715
108,688685012,제주돌창고,카페,제주특별자치도 제주시 한경면 조수7길 8,126.2335677,33.3370927,http://place.map.kakao.com/688685012
109,1789758057,닻별,카페,제주특별자치도 제주시 한림읍 금능길 89,126.232461,33.3892628,http://place.map.kakao.com/1789758057
110,1525088120,로스터리 묵음,카페,제주특별자치도 제주시 한림읍 한림로 214,126.2305354,33.38629728,http://place.map.kakao.com/1525088120
111,646627049,반하크라,카페,제주특별자치도 제주시 한림읍 한림로 236-3,126.2331818,33.38722336,http://place.map.kakao.com/646627049
112,2075960510,시트러스가드닝카페,카페,제주특별자치도 제주시 한림읍 금능4길 20,126.2304428,33.38802054,http://place.map.kakao.com/2075960510
113,1015012913,지금여기에Part2,카페,제주특별자치도 제주시 한림읍 금능길 79,126.231381,33.38924801,http://place.map.kakao.com/1015012913
114,1247991740,카페무보,카페,제주특별자치도 제주시 한림읍 금능6길 16-14,126.2322896,33.38822852,http://place.map.kakao.com/1247991740
115,1766970943,금능팬케이크하우스,카페,제주특별자치도 제주시 한림읍 금능6길 19,126.2312815,33.38859284,http://place.map.kakao.com/1766970943
116,2144720786,제주김귤,카페,제주특별자치도 제주시 한림읍 금능남로 28,126.2334579,33.38490888,http://place.map.kakao.com/2144720786
117,21687549,고팡갤러리,카페,제주특별자치도 제주시 한림읍 금능남로 15,126.2330533,33.38595583,http://place.map.kakao.com/21687549
118,1254546154,그루브,카페,제주특별자치도 제주시 한림읍 한림로 333,126.240012,33.39373968,http://place.map.kakao.com/1254546154
119,545512579,쉼그대머물다,카페,제주특별자치도 제주시 한림읍 비양도길 274-2,126.2311269,33.40675796,http://place.map.kakao.com/545512579
120,966859018,카페52,카페,제주특별자치도 서귀포시 대정읍 신영로36번길 35,126.2470774,33.21988729,http://place.map.kakao.com/966859018
121,1363583223,오케이다방,카페,제주특별자치도 서귀포시 대정읍 신영로36번길 45,126.2478872,33.21952072,http://place.map.kakao.com/1363583223
122,617793541,감저,카페,제주특별자치도 서귀포시 대정읍 대한로 22,126.2452037,33.22972155,http://place.map.kakao.com/617793541
123,21607825,나비정원,카페,제주특별자치도 서귀포시 대정읍 신영로 60-7,126.2493351,33.22042296,http://place.map.kakao.com/21607825
124,1511151880,차뜨락,카페,제주특별자치도 서귀포시 대정읍 신영로36번길 71,126.249,33.22084741,http://place.map.kakao.com/1511151880
125,147131655,카페하모,카페,제주특별자치도 서귀포시 대정읍 동일하모로149번길 4,126.2476936,33.22609772,http://place.map.kakao.com/147131655
126,616666578,인디55,카페,제주특별자치도 서귀포시 대정읍 동일하모로98번길 48-36,126.2422909,33.2236396,http://place.map.kakao.com/616666578
127,823051529,그래듀얼,카페,제주특별자치도 서귀포시 대정읍 대한로 7,126.2439716,33.22877639,http://place.map.kakao.com/823051529
131,1491697146,슈퍼맨,카페,제주특별자치도 서귀포시 대정읍 대한로 558,126.2439323,33.27620348,http://place.map.kakao.com/1491697146
132,93654254,무릉연화303,카페,제주특별자치도 서귀포시 대정읍 무릉인향로53번길 61-70,126.2478035,33.28889993,http://place.map.kakao.com/93654254
133,1497046444,스팅그레이,카페,제주특별자치도 제주시 한경면 대한로 860-41,126.2473435,33.30408284,http://place.map.kakao.com/1497046444
134,1021735455,곶자왈보석상자,카페,제주특별자치도 제주시 한경면 청수서4길 29-10,126.2490772,33.30813431,http://place.map.kakao.com/1021735455
135,366752320,아파트먼트커피,카페,제주특별자치도 제주시 한경면 청수서2길 96,126.2445437,33.31137783,http://place.map.kakao.com/366752320
136,996391995,이립,카페,제주특별자치도 제주시 한경면 청수로 82-10,126.2493136,33.31488422,http://place.map.kakao.com/996391995
137,814388114,에스테틱스오브슬로우,카페,제주특별자치도 제주시 한경면 대한로 1028-3,126.2473982,33.31734572,http://place.map.kakao.com/814388114
138,1699259149,카페더그레이스,카페,제주특별자치도 제주시 한경면 낙수로 276,126.241283,33.32137293,http://place.map.kakao.com/1699259149
139,1825957189,그린페블,카페,제주특별자치도 제주시 한림읍 수동7길 54-3,126.24896,33.34570592,http://place.map.kakao.com/1825957189
140,2045720787,우주인,카페,제주특별자치도 제주시 한림읍 금능남로 251-1,126.2453125,33.36742845,http://place.map.kakao.com/2045720787
141,403975511,현커피,카페,제주특별자치도 제주시 한림읍 금능남로 215,126.2427419,33.37020142,http://place.map.kakao.com/403975511
142,1220270738,말리가,카페,제주특별자치도 제주시 한림읍 협재로 124,126.2489878,33.38712256,http://place.map.kakao.com/1220270738
143,20465427,쉼표,카페,제주특별자치도 제주시 한림읍 한림로 359,126.2418694,33.39521162,http://place.map.kakao.com/20465427
144,555396252,슬랩,카페,제주특별자치도 제주시 한림읍 한림로 354,126.2415935,33.39480422,http://place.map.kakao.com/555396252
145,1500112810,호텔샌드,카페,제주특별자치도 제주시 한림읍 한림로 339,126.2404729,33.39388856,http://place.map.kakao.com/1500112810
146,1617472209,스타벅스 제주협재점,카페,제주특별자치도 제주시 한림읍 한림로 337,126.2404138,33.39376017,http://place.map.kakao.com/1617472209
147,587340308,비마이게스트,카페,제주특별자치도 제주시 한림읍 한림로 406,126.2454894,33.39795467,http://place.map.kakao.com/587340308
148,2083166873,바다위에코끼리,카페,제주특별자치도 제주시 한림읍 협재1길 27-6,126.2429365,33.39784536,http://place.map.kakao.com/2083166873
149,1632912716,카페훤,카페,제주특별자치도 제주시 한림읍 협재1길 8,126.2423855,33.39619029,http://place.map.kakao.com/1632912716
150,1938789532,배롱정원,카페,제주특별자치도 제주시 한림읍 협재4길 19,126.2415211,33.3930006,http://place.map.kakao.com/1938789532
151,791629311,카페뚜이,카페,제주특별자치도 제주시 한림읍 협재1길 45,126.2445273,33.39883598,http://place.map.kakao.com/791629311
152,317398947,한형수정원,카페,제주특별자치도 제주시 한림읍 옹포2길 44,126.2498459,33.39694696,http://place.map.kakao.com/317398947
153,314874578,카페연희,카페,제주특별자치도 제주시 한림읍 한림로 417,126.2462685,33.39885378,http://place.map.kakao.com/314874578
154,660750488,협재비선루,카페,제주특별자치도 제주시 한림읍 협재1길 47-1,126.2445336,33.39910469,http://place.map.kakao.com/660750488
155,327003845,런던다락,카페,제주특별자치도 제주시 한림읍 한림로 335,126.2402599,33.39366006,http://place.map.kakao.com/327003845
156,1368996177,제주설심당 협재점,카페,제주특별자치도 제주시 한림읍 한림로 371,126.2428664,33.39588488,http://place.map.kakao.com/1368996177
157,1540823207,제주미작,카페,제주특별자치도 제주시 한림읍 협재8길 22,126.2447115,33.39469701,http://place.map.kakao.com/1540823207
158,272211525,협재이길,카페,제주특별자치도 제주시 한림읍 협재2길 14,126.2412369,33.39255708,http://place.map.kakao.com/272211525
159,207147790,LOLA(롤라),카페,제주특별자치도 제주시 한림읍 한림로 371,126.2428545,33.39590103,http://place.map.kakao.com/207147790
160,246835434,볼륨,카페,제주특별자치도 제주시 한림읍 한림로 400-2,126.2452672,33.39754941,http://place.map.kakao.com/246835434
161,1239922729,스몰홀더,카페,제주특별자치도 제주시 한림읍 한림로 363,126.2422652,33.39543943,http://place.map.kakao.com/1239922729
162,685289703,카페모래알,카페,제주특별자치도 제주시 한림읍 한림로 349-1,126.2408371,33.39452911,http://place.map.kakao.com/685289703
163,1142211410,에니스케리,카페,제주특별자치도 제주시 한림읍 한림로 361,126.2421323,33.39538543,http://place.map.kakao.com/1142211410
164,965986801,협재조랑게,카페,제주특별자치도 제주시 한림읍 협재1길 55-9,126.2451241,33.39942745,http://place.map.kakao.com/965986801
165,468845797,서쪽숲,카페,제주특별자치도 제주시 한림읍 협재6길 5-2,126.2427333,33.39475708,http://place.map.kakao.com/468845797
166,1859436503,카페테틈 제주,카페,제주특별자치도 제주시 한림읍 협재1길 59,126.2458247,33.3990828,http://place.map.kakao.com/1859436503
167,554625801,일공일,카페,제주특별자치도 제주시 한림읍 협재2길 10-1,126.2410888,33.39227668,http://place.map.kakao.com/554625801
168,1586281697,과달루페,카페,제주특별자치도 제주시 한림읍 옹포2길 10,126.2493124,33.39999561,http://place.map.kakao.com/1586281697
169,1889059939,로블리샵&카페,카페,제주특별자치도 제주시 한림읍 한림로 375,126.2432643,33.39623532,http://place.map.kakao.com/1889059939
170,1945810138,윤비자,카페,제주특별자치도 제주시 한림읍 한림로 431,126.2474338,33.39983457,http://place.map.kakao.com/1945810138
171,880065427,별빛두방울다방,카페,제주특별자치도 제주시 한림읍 협재10길 33-6,126.2479787,33.3955941,http://place.map.kakao.com/880065427
172,597033503,제주새참,카페,제주특별자치도 제주시 한림읍 한림로 431,126.2475002,33.39986653,http://place.map.kakao.com/597033503
173,1191356724,포춘살롱,카페,제주특별자치도 제주시 한림읍 협재4길 9,126.2415191,33.39372546,http://place.map.kakao.com/1191356724
174,1154131535,NZ카페,카페,제주특별자치도 제주시 한림읍 협재1길 45,126.2445251,33.39884318,http://place.map.kakao.com/1154131535
175,26613718,카페안,카페,제주특별자치도 제주시 한림읍 옹포2길 12,126.2498214,33.39967232,http://place.map.kakao.com/26613718
176,772855204,투썸플레이스 제주모슬포점,카페,제주특별자치도 서귀포시 대정읍 최남단해안로 44,126.2521475,33.21666574,http://place.map.kakao.com/772855204
177,1748593798,어드래커피,카페,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 5,126.2571457,33.21187835,http://place.map.kakao.com/1748593798
178,1054444377,멜케,카페,제주특별자치도 서귀포시 대정읍 최남단해안로127번길 3-3,126.2576029,33.2117224,http://place.map.kakao.com/1054444377
179,721653670,제주 망고야,카페,제주특별자치도 서귀포시 대정읍 최남단해안로 95,126.2546466,33.21250716,http://place.map.kakao.com/721653670
180,27167127,재클린디저트 모슬포점,카페,제주특별자치도 서귀포시 대정읍 최남단해안로 26-1,126.2520008,33.21814982,http://place.map.kakao.com/27167127
181,173594354,카페루앤비 제주모슬포점,카페,제주특별자치도 서귀포시 대정읍 하모항구로 71-1,126.2512368,33.21994304,http://place.map.kakao.com/173594354
182,24909927,바빈스커피 제주모슬포점,카페,제주특별자치도 서귀포시 대정읍 최남단해안로 22,126.2519455,33.21859489,http://place.map.kakao.com/24909927
184,1028238972,와토커피,카페,제주특별자치도 서귀포시 대정읍 동일하모로 238,126.2565385,33.22546206,http://place.map.kakao.com/1028238972
185,26314496,카페사우다드,카페,제주특별자치도 서귀포시 대정읍 하모이삼로51번길 28,126.2535485,33.22561005,http://place.map.kakao.com/26314496
186,336197952,제주설심당 모슬포점,카페,제주특별자치도 서귀포시 대정읍 신영로 73,126.2507205,33.22086139,http://place.map.kakao.com/336197952
187,956138706,모슬포정미소,카페,제주특별자치도 서귀포시 대정읍 하모중앙로 57-3,126.2524016,33.22298488,http://place.map.kakao.com/956138706
188,192361354,카페블루하우스모슬포,카페,제주특별자치도 서귀포시 대정읍 하모중앙로 22,126.2523648,33.22604474,http://place.map.kakao.com/192361354
189,27125450,앙카페앤바,카페,제주특별자치도 서귀포시 대정읍 하모항구로 75-1,126.2515621,33.22028942,http://place.map.kakao.com/27125450
190,1783924759,컴포즈커피 서귀포대정점,카페,제주특별자치도 서귀포시 대정읍 신영로 102,126.2538231,33.22107117,http://place.map.kakao.com/1783924759
191,634777922,오우야 에스프레소바 모슬포점,카페,제주특별자치도 서귀포시 대정읍 신영로 75,126.250818,33.22099992,http://place.map.kakao.com/634777922
192,309219278,어나더페이지,카페,제주특별자치도 서귀포시 대정읍 동일하모로220번길 19,126.2548341,33.22392273,http://place.map.kakao.com/309219278
193,1898919722,카페봄봄 서귀모슬포점,카페,제주특별자치도 서귀포시 대정읍 신영로 103,126.2536004,33.22127901,http://place.map.kakao.com/1898919722
194,179949544,더벤티 모슬포점,카페,제주특별자치도 서귀포시 대정읍 상모대서로 6,126.2557499,33.22408419,http://place.map.kakao.com/179949544
195,183413796,리틀비틀키즈카페 모슬포점,카페,제주특별자치도 서귀포시 대정읍 하모중앙로 48,126.2520714,33.22397107,http://place.map.kakao.com/183413796
196,554821745,카페아모르파티,카페,제주특별자치도 서귀포시 대정읍 상모대서로 43-2,126.2580518,33.22677934,http://place.map.kakao.com/554821745
197,9456055,청자다방,카페,제주특별자치도 서귀포시 대정읍 하모중앙로 47,126.2525213,33.2240459,http://place.map.kakao.com/9456055
198,496967824,해성이용원,카페,제주특별자치도 서귀포시 대정읍 하모항구로 75-1,126.2515449,33.22028751,http://place.map.kakao.com/496967824
199,1058984320,자운당문화카페,카페,제주특별자치도 서귀포시 대정읍 신영로 128-1,126.2552022,33.22327306,http://place.map.kakao.com/1058984320
200,588703454,솔대왓인모슬포,카페,제주특별자치도 서귀포시 대정읍 동일하모로 195-2,126.2521447,33.22606595,http://place.map.kakao.com/588703454
201,266466480,와플칸 대정점,카페,제주특별자치도 서귀포시 대정읍 상모대서로 3,126.2552359,33.22397923,http://place.map.kakao.com/266466480
202,948006295,모슬포영다방,카페,제주특별자치도 서귀포시 대정읍 신영로 81,126.2515581,33.22075733,http://place.map.kakao.com/948006295
203,1113365893,동백다방,카페,제주특별자치도 서귀포시 대정읍 하모이삼로 47,126.252754,33.22355321,http://place.map.kakao.com/1113365893
204,11173923,이반다방,카페,제주특별자치도 서귀포시 대정읍 신영로 98,126.2533305,33.220722,http://place.map.kakao.com/11173923
