num,id,store,business,address,x,y,url
45,51512543,중문훼미리콘도미니엄,콘도,제주특별자치도 서귀포시 소보리당로164번길 83,126.3836383,33.26594699,http://place.map.kakao.com/51512543
46,9428768,중문에스피리조트,콘도,제주특별자치도 서귀포시 일주서로 1222,126.3825431,33.26510215,http://place.map.kakao.com/9428768
47,11159850,재즈마을,콘도,제주특별자치도 서귀포시 소보리당로 220,126.3842675,33.2625456,http://place.map.kakao.com/11159850
48,12803464,엘리시안제주 콘도,콘도,제주특별자치도 제주시 애월읍 평화로 1738-116,126.3825782,33.37298265,http://place.map.kakao.com/12803464
49,27299075,흰수염고래리조트,콘도,제주특별자치도 제주시 애월읍 일주서로 6818,126.3806343,33.47502806,http://place.map.kakao.com/27299075
50,26498323,핀크스비오토피아,콘도,제주특별자치도 서귀포시 안덕면 산록남로762번길 79,126.3916676,33.30104135,http://place.map.kakao.com/26498323
51,9913896,애월파라다이스,콘도,제주특별자치도 제주시 애월읍 하소로 557-10,126.3968138,33.43416479,http://place.map.kakao.com/9913896
52,23707246,제주리조트,콘도,제주특별자치도 제주시 애월읍 가문동상4길 11,126.3930586,33.48295858,http://place.map.kakao.com/23707246
53,614900095,청광리조트 제주골든우드,콘도,,126.4039733,33.26231704,http://place.map.kakao.com/614900095
54,24263132,해밀리조트,콘도,제주특별자치도 제주시 애월읍 광상로 272,126.4040999,33.44362699,http://place.map.kakao.com/24263132
55,2141568980,미아리조트,콘도,제주특별자치도 제주시 애월읍 유수암북길 98,126.4032987,33.44662463,http://place.map.kakao.com/2141568980
56,796916033,켄싱턴리조트 제주중문,콘도,제주특별자치도 서귀포시 중문관광로72번길 29-29,126.412657,33.24751768,http://place.map.kakao.com/796916033
57,126838669,씨사이드아덴리조트,콘도,제주특별자치도 서귀포시 중문관광로 124,126.4141445,33.24844705,http://place.map.kakao.com/126838669
58,280733379,야크마을,콘도,제주특별자치도 서귀포시 색달중앙로 162,126.4166423,33.26964508,http://place.map.kakao.com/280733379
59,18059939,중문리조트,콘도,제주특별자치도 서귀포시 색달로 117,126.4156344,33.26255902,http://place.map.kakao.com/18059939
60,12789053,롯데리조트제주 아트빌라스,콘도,제주특별자치도 서귀포시 색달중앙로252번길 124,126.4160309,33.28795316,http://place.map.kakao.com/12789053
