"name","address","review","score"
"천안사","제주특별자치도 제주시 한경면 노을해안로 1013-23",0,0.0
"월성사","제주특별자치도 제주시 한경면 용고로 63",0,0.0
"수덕사","제주특별자치도 제주시 한경면 고산남4길 18-3",260,3.7
"보리암","제주특별자치도 제주시 한경면 한원서길 13-5",610,4.4
"영조사","제주특별자치도 서귀포시 대정읍 영조사로 16",0,0.0
"통천사","제주특별자치도 제주시 한경면 판포4길 10",0,4.2
"용궁사","제주특별자치도 서귀포시 대정읍 무릉송당로 83",1,130.0
"흥법사","제주특별자치도 제주시 한경면 낙천3길 19",0,0.0
"선인사","제주특별자치도 제주시 한림읍 일주서로 4774",1,5.0
"석굴원","제주특별자치도 제주시 한림읍 한림로 176",0,0.0
"대원사","제주특별자치도 서귀포시 대정읍 일과대수로 34",0,0.0
"서산사","제주특별자치도 서귀포시 대정읍 신영로36번길 24-11",0,0.0
"정각사","제주특별자치도 서귀포시 대정읍 신영로36번길 4",0,0.0
"칠상사","제주특별자치도 서귀포시 대정읍 동일하모로98번길 14-33",0,0.0
"법주사","제주특별자치도 서귀포시 대정읍 암반수마농로 32-12",266,3.1
"영축사","제주특별자치도 제주시 한경면 청수서4길 45-42",0,0.0
"대승사","제주특별자치도 서귀포시 대정읍 최남단해안로15번길 24-40",0,0.0
"학림사","제주특별자치도 제주시 한경면 저지2길 2-6",0,0.0
"월림사","제주특별자치도 제주시 한림읍 금능남로 454",0,0.0
"월계사","제주특별자치도 제주시 한림읍 한림상로 39",0,0.0
"마라도기원정사","제주특별자치도 서귀포시 대정읍 마라로 87",4,0.0
"영각사","제주특별자치도 제주시 한림읍 하운당길 2",5,5.0
"황룡사","제주특별자치도 제주시 한림읍 명월성로 66-6",0,0.0
"극락사","제주특별자치도 제주시 한림읍 동명4길 20",0,0.0
"한산사","제주특별자치도 제주시 한림읍 한성길 15",18,3.5
"해운사","제주특별자치도 제주시 한림읍 한림해안로 552-1",0,0.0
"단산사","",3,0.0
"천수원","제주특별자치도 제주시 한림읍 명월동길 18",2,5.0
"광화사","제주특별자치도 서귀포시 안덕면 녹차분재로59번길 30",0,0.0
"청호사","제주특별자치도 제주시 한림읍 귀덕11길 52",0,0.0
"덕산정사","제주특별자치도 서귀포시 안덕면 사계북로41번길 130-42",0,0.0
"선운정사","제주특별자치도 제주시 애월읍 구몰동길 65",17,3.4
"도림사","제주특별자치도 제주시 애월읍 어도봉길 123-3",12,3.5
"용문사","제주특별자치도 제주시 애월읍 금성5길 44-7",0,0.0
"산방굴사","",65,2.9
"보문사","제주특별자치도 서귀포시 안덕면 산방로 218-10",10,4.0
"산방사","제주특별자치도 서귀포시 안덕면 산방로 218-11",21,3.5
"광명사","제주특별자치도 서귀포시 안덕면 산방로 218-13",0,0.0
"보덕사","제주특별자치도 서귀포시 안덕면 일주서로 1877-39",0,0.0
"영산암","제주특별자치도 서귀포시 안덕면 일주서로 1877-31",0,5.0
"영천사","제주특별자치도 제주시 애월읍 어음1길 30-1",0,0.0
"고광사","제주특별자치도 제주시 애월읍 납읍남로2길 12",0,0.0
"청룡사","제주특별자치도 제주시 애월읍 애납로 121-25",0,0.0
"중생사","제주특별자치도 제주시 애월읍 납읍동1길 10",0,0.0
"과오름광명사","제주특별자치도 제주시 애월읍 애월원당길 136-11",0,0.0
"월인사","제주특별자치도 제주시 애월읍 납읍남로3길 3-3",0,0.0
"보광사","제주특별자치도 제주시 애월읍 고내봉길 63-16",3,5.0
"문수암","제주특별자치도 제주시 애월읍 도치돌길 86",0,5.0
"북성사","제주특별자치도 서귀포시 안덕면 대평감산로 340",0,3.0
"해천사","제주특별자치도 서귀포시 안덕면 중산간서로1615번길 277",0,0.0
"약명사","제주특별자치도 제주시 애월읍 고하상로 264-9",0,0.0
"계림정사","제주특별자치도 서귀포시 안덕면 감천로 174",0,0.0
"남당사","제주특별자치도 서귀포시 안덕면 감천로 172",0,0.0
"서구암","제주특별자치도 서귀포시 안덕면 한창로110번길 60-12",0,5.0
"만불정사","제주특별자치도 서귀포시 안덕면 산록남로 513-62",0,0.0
"반야사","제주특별자치도 제주시 애월읍 신엄안2길 17",0,0.0
"군왕사","제주특별자치도 서귀포시 소보리당로29번길 110-48",0,0.0
"수정사","제주특별자치도 서귀포시 일주서로 1287-27",0,0.0
"자연암","제주특별자치도 제주시 애월읍 소길남길 244-40",0,0.0
"불이암","제주특별자치도 제주시 애월읍 소길남길 192",0,0.0
"영주사","제주특별자치도 제주시 애월읍 소길남길 244-38",0,0.0
"장용사","제주특별자치도 제주시 애월읍 용흥3길 142",0,0.0
"왕자암","제주특별자치도 서귀포시 소보리당로85번길 114-20",0,0.0
"운유암","제주특별자치도 제주시 애월읍 화전안길 32",2,0.0
"한라산옥불사","제주특별자치도 제주시 애월읍 평화로 2018",1,0.0
"약불사","",0,0.0
"대원정사","제주특별자치도 제주시 애월읍 수산곰솔길 56",0,0.0
"극락사","제주특별자치도 제주시 한림읍 동명4길 20",0,0.0
"명심정사","제주특별자치도 제주시 애월읍 답동4길 44",0,5.0
"광명사","제주특별자치도 서귀포시 안덕면 산방로 218-13",0,0.0
"태산사","",0,0.0
"현통사","",0,0.0
"월영사","제주특별자치도 제주시 애월읍 하귀동남2길 40-16",2,0.0
"묘연사","제주특별자치도 제주시 애월읍 하귀1길 50-4",0,0.0
"신광사","제주특별자치도 서귀포시 중문로81번길 20",0,0.0
"문수암","제주특별자치도 제주시 애월읍 도치돌길 86",0,5.0
"백제사","제주특별자치도 제주시 애월읍 광령남6길 54",1,0.0
