num,id,store,business,address,x,y,url
45,27428618,유퉁의엉터리미술관,문화시설,제주특별자치도 서귀포시 남원읍 태수로 711,126.7085029,33.33879445,http://place.map.kakao.com/27428618
46,25551229,우산미술관,문화시설,제주특별자치도 제주시 구좌읍 번영로 2172-80,126.743808,33.42409323,http://place.map.kakao.com/25551229
47,10882773,자연사랑 가시리전시장,문화시설,제주특별자치도 서귀포시 표선면 가시로613번길 46,126.7716123,33.35542985,http://place.map.kakao.com/10882773
48,707071776,라비미술관,음식점,제주특별자치도 제주시 구좌읍 월정중길 13,126.7913248,33.55666749,http://place.map.kakao.com/707071776
49,8222476,김영갑갤러리두모악,문화시설,제주특별자치도 서귀포시 성산읍 삼달로 137,126.8541359,33.37189523,http://place.map.kakao.com/8222476
50,278928655,사운드로잉갤러리,문화시설,제주특별자치도 서귀포시 성산읍 신풍하동로 252,126.8618354,33.3616021,http://place.map.kakao.com/278928655
51,315242865,조아가지구,문화시설,제주특별자치도 서귀포시 성산읍 난산로41번길 39-2,126.8679013,33.39892679,http://place.map.kakao.com/315242865
52,583188058,아라리오 갤러리,문화시설,제주특별자치도 제주시 구좌읍 하도15길 77,126.8926749,33.50804557,http://place.map.kakao.com/583188058
53,17580245,휘닉스제주 유민미술관,문화시설,제주특별자치도 서귀포시 성산읍 섭지코지로 107,126.9322309,33.42919718,http://place.map.kakao.com/17580245
54,1014235503,우도미술관,문화시설,제주특별자치도 제주시 우도면 우도해안길 32-12,126.95573,33.49316259,http://place.map.kakao.com/1014235503
