num, store, address, review, score
101, 장안사, 제주특별자치도 제주시 서해안로 195, 4, 4.5
102, 법정사, 제주특별자치도 서귀포시 1100로 740-168, 0, 0.0
103, 자광사, 제주특별자치도 서귀포시 말질로161번길 53, 0, 0.0
104, 수운교 용흥지부, 제주특별자치도 서귀포시 일주서로176번길 55, 0, 0.0
105, 존자암, 제주특별자치도 서귀포시 하원동 산 1-1, 3, 4.3
106, 선림사, 제주특별자치도 제주시 은수길 87-16, 1, 5.0
107, 용운사, 제주특별자치도 서귀포시 염돈로 20-5, 0, 0.0
108, 영원사, 제주특별자치도 서귀포시 영실로 506, 1, 5.0
109, 천왕사, 제주특별자치도 제주시 1100로 2528-111, 9, 3.3
110, 충혼각, 제주특별자치도 제주시 1100로 2576-10, 0, 0.0
111, 해봉사, 제주특별자치도 제주시 연동 1423, 0, 0.0
112, 안심정사 제주도량, 제주특별자치도 제주시 연동7길 41 3층, 0, 0.0
113, 관음정사, 제주특별자치도 제주시 서연길 10, 0, 0.0
114, 광덕사, 제주특별자치도 제주시 명신1길 39, 0, 0.0
115, 석굴암, 제주특별자치도 제주시 노형동 산 20, 5, 4.2
116, 혜조암, 제주특별자치도 제주시 정실2길 16-4, 0, 0.0
117, 천진암, 제주특별자치도 제주시 연미3길 17-4, 5, 5.0
118, 연화사, 제주특별자치도 제주시 연북로 254, 0, 0.0
119, 월정사, 제주특별자치도 제주시 아연로 216-5, 2, 4.5
120, 보문사, 제주특별자치도 제주시 사평4길 31-7, 0, 0.0
121, 홍법정사, 제주특별자치도 제주시 남성로3길 7, 0, 0.0
122, 대원정, 제주특별자치도 제주시 남성로11길 15-8, 0, 0.0
123, 석굴암, 제주특별자치도 제주시 서문로 16-2, 0, 0.0
124, 동산포교당, 제주특별자치도 제주시 서광로 147-13, 0, 0.0
125, 용화사, 제주특별자치도 제주시 동한두기길 7-6, 2, 5.0
126, 성광사, 제주특별자치도 제주시 흥운길 53, 1, 5.0
127, 용문사, 제주특별자치도 서귀포시 이어도로 1028-17, 1, 5.0
