10679721, 멕시카나치킨 대평점, 음식점, 제주특별자치도 서귀포시 안덕면 난드르로 4, 126.3676686631766, 33.23488718237637, 음식점 > 치킨 > 멕시카나치킨,제주특별자치도 서귀포시 안덕면 창천리 777-18
1884393182, 제주다온가, 음식점, 제주특별자치도 서귀포시 안덕면 난드르로 6-1, 126.367419945963, 33.2348606724244, 음식점 > 한식,제주특별자치도 서귀포시 안덕면 창천리 777-14
1294899763, 오늘족발치킨먹자, 음식점, 제주특별자치도 서귀포시 안덕면 대평감산로 35, 126.366015953109, 33.2379262475143, 음식점 > 한식 > 육류,고기 > 족발,보쌈,제주특별자치도 서귀포시 안덕면 창천리 890-4
21491129, 브런치피자, 음식점, 제주특별자치도 서귀포시 안덕면 대평로 27, 126.364233378583, 33.2363591492686, 음식점 > 양식 > 피자,제주특별자치도 서귀포시 안덕면 창천리 844-21
25401011, 선자살롱, 카페, 제주특별자치도 서귀포시 안덕면 소기왓로37번길 25, 126.366374410775, 33.238209379557, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 창천리 885-1
451655984, 소규모테이블, 음식점, 제주특별자치도 서귀포시 안덕면 난드르로21번길 7-1, 126.365995508833, 33.2345153127, 음식점 > 술집 > 호프,요리주점,제주특별자치도 서귀포시 안덕면 창천리 810
24638022, 카페아라, 카페, 제주특별자치도 서귀포시 안덕면 난드르로21번길 25, 126.36741800434775, 33.23334233283374, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 창천리 818-2
26872769, 가온해, 카페, 제주특별자치도 서귀포시 안덕면 난드르로 4, 126.36767266900105, 33.23492687405783, 음식점 > 카페 > 전통찻집,제주특별자치도 서귀포시 안덕면 창천리 777-18
1757110599, 카페뮬리, 카페, 제주특별자치도 서귀포시 안덕면 대평로 44, 126.36307481185052, 33.23796441767998, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 창천리 903-5
1276790096, 씨엘메르카페, 카페, 제주특별자치도 서귀포시 안덕면 난드르로 49-71, 126.36703128653429, 33.23221874898188, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 창천리 785-2
57870748, 예래미반, 음식점, 제주특별자치도 서귀포시 예래로 452, 126.36986123659, 33.2355402628323, 음식점 > 한식,제주특별자치도 서귀포시 하예동 1830-6
97772015, 술피엔스, 음식점, 제주특별자치도 서귀포시 안덕면 난드르로 45-2, 126.363463876144, 33.2355031825814, 음식점 > 술집 > 와인바,제주특별자치도 서귀포시 안덕면 창천리 843-19
586907126, 코삿, 음식점, 제주특별자치도 서귀포시 안덕면 난드르로 4, 126.367698495056, 33.234916185887, 음식점 > 한식 > 해물,생선 > 굴,전복,제주특별자치도 서귀포시 안덕면 창천리 777-18
21567757, 곰비점빵, 음식점, 제주특별자치도 서귀포시 안덕면 난드르로21번길 13-7, 126.367021677018, 33.234148169188, 음식점 > 한식,제주특별자치도 서귀포시 안덕면 창천리 817-1
1238209144, 제주다와, 카페, 제주특별자치도 서귀포시 안덕면 소기왓로 81-4, 126.368056448856, 33.2424266992623, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 창천리 705-7
1209943742, FLOWER COTTAGE COFFEE, 카페, 제주특별자치도 서귀포시 안덕면 대평감산로 162-7, 126.363667410922, 33.2448765621392, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 창천리 1025-6
706552057, 네네치킨 화순안덕점, 음식점, 제주특별자치도 서귀포시 안덕면 일주서로 1449, 126.3607039050874, 33.25989043308239, 음식점 > 치킨 > 네네치킨,제주특별자치도 서귀포시 안덕면 감산리 33-1
26600120, 홀가분키친, 음식점, 제주특별자치도 서귀포시 안덕면 창천중앙로 53-18, 126.36802961498961, 33.26791710680833, 음식점 > 일식 > 돈까스,우동,제주특별자치도 서귀포시 안덕면 창천리 77-4
1217758151, 컴포즈커피 서귀포창천점, 카페, 제주특별자치도 서귀포시 안덕면 일주서로 1399, 126.365636900244, 33.2612870567284, 음식점 > 카페 > 커피전문점 > 컴포즈커피,제주특별자치도 서귀포시 안덕면 창천리 414
711255370, 제주237 카페, 카페, 제주특별자치도 서귀포시 안덕면 일주서로 1365, 126.369154103934, 33.2622877134494, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 창천리 481-1
67788601, 창고내음식점, 음식점, 제주특별자치도 서귀포시 안덕면 창천중앙로 55, 126.36919273779631, 33.267364011410024, 음식점 > 한식,제주특별자치도 서귀포시 안덕면 창천리 106-4
24347146, 레몬올레, 카페, 제주특별자치도 서귀포시 안덕면 창천중앙로 1, 126.368486412407, 33.2626071029945, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 창천리 459-4
1963020374, 창고내음식점 전기차충전소, , , 126.36925116576843, 33.267298489843526, 교통,수송 > 자동차 > 전기자동차 충전소,제주특별자치도 서귀포시 안덕면 창천리 106-4
19916173, 콩이네두부, 음식점, 제주특별자치도 서귀포시 안덕면 한창로 137, 126.362538823475, 33.2746944681877, 음식점 > 한식 > 두부전문점,제주특별자치도 서귀포시 안덕면 상창리 625-7
1239047758, 우와국수, 음식점, 제주특별자치도 서귀포시 안덕면 한창로 146, 126.362699066222, 33.2752425699286, 음식점 > 한식 > 국수,제주특별자치도 서귀포시 안덕면 상창리 755
1124651298, 셰프와흑돼지, 음식점, 제주특별자치도 서귀포시 안덕면 한창로110번길 62, 126.362535548099, 33.2780989479835, 음식점 > 한식 > 육류,고기,제주특별자치도 서귀포시 안덕면 상창리 774-3
1661584641, 터틀락, 카페, 제주특별자치도 서귀포시 안덕면 한창로110번길 44, 126.363551409595, 33.2771538514968, 음식점 > 카페 > 커피전문점,제주특별자치도 서귀포시 안덕면 상창리 726
577950828, 롤스커피 상창점, 카페, 제주특별자치도 서귀포시 안덕면 한창로 168, 126.36086972779047, 33.276905673378096, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 상창리 1306-1
1714700646, aaa, 카페, 제주특별자치도 서귀포시 안덕면 병악로 31, 126.361484168155, 33.2794964637072, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 상창리 1273-1
1278264826, 머머코, 음식점, 제주특별자치도 서귀포시 안덕면 한창로 103, 126.36489135365082, 33.272362309580465, 음식점 > 한식 > 국밥,제주특별자치도 서귀포시 안덕면 상창리 593-1
27282835, 외갓집아구찜, 음식점, 제주특별자치도 서귀포시 안덕면 병악로 28, 126.361636967723, 33.278855299233, 음식점 > 한식 > 해물,생선 > 아구,제주특별자치도 서귀포시 안덕면 상창리 1275-3
1209866730, 보이차카페초원길, 카페, 제주특별자치도 서귀포시 안덕면 한창로 102-1, 126.36548523040936, 33.27246632294265, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 상창리 646-13
17415831, 쉴띠하우스커피숍, 카페, 제주특별자치도 서귀포시 안덕면 한창로 104, 126.365381913959, 33.2728011964855, 음식점 > 카페 > 커피전문점,제주특별자치도 서귀포시 안덕면 상창리 646-2
2033894402, 터틀리애, 음식점, 제주특별자치도 서귀포시 안덕면 병악로 24, 126.361427215915, 33.2784728391377, 음식점 > 일식 > 돈까스,우동,제주특별자치도 서귀포시 안덕면 상창리 1276-1
21478416, 그라스가든, 음식점, 제주특별자치도 서귀포시 중산간서로 1403, 126.370000812856, 33.2782884767309, 음식점 > 한식,제주특별자치도 서귀포시 상예동 4303
1064130599, 고스란, 카페, 제주특별자치도 서귀포시 안덕면 병악로 81-40, 126.36028629365623, 33.28331314704803, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 상창리 1202-4
1867774776, 카페을리, 카페, 제주특별자치도 서귀포시 안덕면 병악로 90, 126.36506890283664, 33.28401387883538, 음식점 > 카페 > 테마카페 > 디저트카페,제주특별자치도 서귀포시 안덕면 상창리 899-1
1783702690, 큰길, 음식점, 제주특별자치도 서귀포시 안덕면 병악로 113, 126.365511111131, 33.2858031349224, 음식점 > 분식,제주특별자치도 서귀포시 안덕면 상창리 883-2
1438236211, 동백한입, 음식점, 제주특별자치도 서귀포시 안덕면 병악로 166, 126.368363268178, 33.2901436020233, 음식점 > 도시락,제주특별자치도 서귀포시 안덕면 상창리 271
13312181, 커피맛이멜로, 카페, 제주특별자치도 서귀포시 안덕면 신화역사로 752, 126.366260096408, 33.3122746653264, 음식점 > 카페 > 커피전문점,제주특별자치도 서귀포시 안덕면 동광리 2-10
2113185266, 새빌, 카페, 제주특별자치도 제주시 애월읍 평화로 1529, 126.36297023760353, 33.36431114555293, 음식점 > 카페,제주특별자치도 제주시 애월읍 봉성리 4554
645556845, 새별, 카페, 제주특별자치도 제주시 애월읍 평화로 1529, 126.36296609101319, 33.364290387430955, 음식점 > 카페 > 테마카페 > 디저트카페,제주특별자치도 제주시 애월읍 봉성리 4554
21484167, 에버리스골프리조트 스타트하우스, 음식점, 제주특별자치도 제주시 애월읍 평화로 1693-75, 126.365587877737, 33.3718276779199, 음식점 > 한식,제주특별자치도 제주시 애월읍 어음리 523-41
21310999, 에버리스골프리조트 그늘집1, 음식점, 제주특별자치도 제주시 애월읍 평화로 1693-75, 126.365639559313, 33.3718135164142, 음식점 > 한식,제주특별자치도 제주시 애월읍 어음리 523-41
159486719, 라운지엑스 애월점, 카페, 제주특별자치도 제주시 애월읍 천덕로 880-24, 126.36650243768258, 33.39004105862163, 음식점 > 카페 > 커피전문점,제주특별자치도 제주시 애월읍 어음리 산 131
1283240520, 브로콜리지, 음식점, 제주특별자치도 제주시 애월읍 천덕로 880-24, 126.3659720176499, 33.39056127701208, 음식점 > 양식,제주특별자치도 제주시 애월읍 어음리 산 131
1957735346, 스페이스제로, 카페, 제주특별자치도 제주시 애월읍 천덕로 880-24, 126.366508912296, 33.3900374852776, 음식점 > 카페 > 테마카페,제주특별자치도 제주시 애월읍 어음리 산 131-3
1085951938, 림스치킨, 음식점, 제주특별자치도 제주시 애월읍 신상로 231, 126.36606178427853, 33.45143556192534, 음식점 > 치킨,제주특별자치도 제주시 애월읍 신엄리 2081-10
1923151662, 별인애월, 카페, 제주특별자치도 제주시 애월읍 신용로 25, 126.366723979689, 33.4687909172969, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 1396
9566466, 신엄해녀의집, 음식점, 제주특별자치도 제주시 애월읍 애월해안로 591, 126.366843541244, 33.4783844087092, 음식점 > 한식 > 해물,생선,제주특별자치도 제주시 애월읍 신엄리 989-5
392582130, 바당한그릇, 음식점, 제주특별자치도 제주시 애월읍 애월해안로 552-3, 126.36243858607136, 33.47843034815121, 음식점 > 한식 > 해물,생선 > 회,제주특별자치도 제주시 애월읍 신엄리 2747
26417963, 구이사이식당, 음식점, 제주특별자치도 제주시 애월읍 신엄9길 2, 126.368540885175, 33.4722081853027, 음식점 > 한식 > 육류,고기,제주특별자치도 제주시 애월읍 신엄리 1252-4
2068064810, 애월회센터, 음식점, 제주특별자치도 제주시 애월읍 신엄9길 72-11, 126.368249713589, 33.4773457444144, 음식점 > 한식 > 해물,생선 > 회,제주특별자치도 제주시 애월읍 신엄리 971
419491158, 큐티파이카페, 카페, 제주특별자치도 제주시 애월읍 애월해안로 610, 126.36861806903768, 33.4778822619476, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 963
1463226269, 엄지흑돼지, 음식점, 제주특별자치도 제주시 애월읍 일주서로 6701, 126.36807514979967, 33.471900173869805, 음식점 > 한식 > 육류,고기,제주특별자치도 제주시 애월읍 신엄리 1279-13
952591642, 카페쌀쌀, 카페, 제주특별자치도 제주시 애월읍 신엄로 51, 126.36417319639835, 33.47514847048194, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 2657-2
1605131477, 돌담위에흑돼지, 음식점, 제주특별자치도 제주시 애월읍 애월해안로 608, 126.36833872721, 33.4778294482183, 음식점 > 한식 > 육류,고기,제주특별자치도 제주시 애월읍 신엄리 963-3
1784614915, 낮갈치밤돼지, 음식점, 제주특별자치도 제주시 애월읍 신엄7길 9, 126.36539134204492, 33.471712456291925, 음식점 > 한식 > 육류,고기 > 삼겹살,제주특별자치도 제주시 애월읍 신엄리 2485-3
26479656, 한질동네, 음식점, 제주특별자치도 제주시 애월읍 일주서로 6699, 126.367898442761, 33.4717901808665, 음식점 > 한식 > 해장국,제주특별자치도 제주시 애월읍 신엄리 1280-1
780740821, 새물카페, 카페, 제주특별자치도 제주시 애월읍 애월해안로 620, 126.369703949338, 33.4785793053413, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 929-2
620044696, 커피빈 제주애월DT점, 카페, 제주특별자치도 제주시 애월읍 애월해안로 560, 126.363581716557, 33.4780602620042, 음식점 > 카페 > 커피전문점 > 커피빈,제주특별자치도 제주시 애월읍 신엄리 2728-1
1350547007, 언니식탁, 음식점, 제주특별자치도 제주시 애월읍 신엄7길 13, 126.365335574212, 33.4721314085621, 음식점 > 한식,제주특별자치도 제주시 애월읍 신엄리 2485-7
633604858, 미유 애월점, 카페, 제주특별자치도 제주시 애월읍 애월해안로 612, 126.36901551687339, 33.47796813347543, 음식점 > 카페 > 테마카페 > 디저트카페,제주특별자치도 제주시 애월읍 신엄리 963-2
883505421, 빽다방 제주애월좋은마트점, 카페, 제주특별자치도 제주시 애월읍 일주서로 6679, 126.3658602565048, 33.47099178352053, 음식점 > 카페 > 커피전문점 > 빽다방,제주특별자치도 제주시 애월읍 신엄리 2489-5
1962675053, 로꼬돈, 음식점, 제주특별자치도 제주시 애월읍 애월해안로 592, 126.366863469599, 33.4780112539633, 음식점 > 한식 > 육류,고기,제주특별자치도 제주시 애월읍 신엄리 989-2
1336213261, 제주돈 애월점, 음식점, 제주특별자치도 제주시 애월읍 신엄로 28, 126.36441578513013, 33.47316081534777, 음식점 > 한식 > 육류,고기,제주특별자치도 제주시 애월읍 신엄리 2464
780012154, 썸의시작, 카페, 제주특별자치도 제주시 애월읍 애월해안로 570-1, 126.364885724099, 33.4777577070554, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 2723-5
1742371000, 제주돈아 본점, 음식점, 제주특별자치도 제주시 애월읍 일주서로 6721, 126.36985424339, 33.472680087897, 음식점 > 한식 > 육류,고기,제주특별자치도 제주시 애월읍 신엄리 1237-1
1799881145, 오태식해바라기치킨 애월점, 음식점, 제주특별자치도 제주시 애월읍 애월해안로 570-3, 126.36484367798026, 33.477622253722814, 음식점 > 치킨,제주특별자치도 제주시 애월읍 신엄리 2715-4
309116769, 돈셰프흑돼지, 음식점, 제주특별자치도 제주시 애월읍 애월해안로 554-8, 126.36287794041905, 33.477641015268524, 음식점 > 한식 > 육류,고기,제주특별자치도 제주시 애월읍 신엄리 2734-1
905706752, 제주만주, 음식점, 제주특별자치도 제주시 애월읍 일주서로 6707, 126.368630826743, 33.4721184847787, 음식점 > 간식 > 제과,베이커리,제주특별자치도 제주시 애월읍 신엄리 1251-1
156303597, 먼치번즈, 음식점, 제주특별자치도 제주시 애월읍 애월해안로 592, 126.366854895771, 33.4780067022357, 음식점 > 양식 > 햄버거,제주특별자치도 제주시 애월읍 신엄리 989-2
233162302, 소소한담, 카페, 제주특별자치도 제주시 애월읍 일주서로 6691, 126.36695833386298, 33.47147613893111, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 1280-16
389761588, 신엄시골밥집, 음식점, 제주특별자치도 제주시 애월읍 일주서로 6690, 126.3671174629035, 33.47104418980853, 음식점 > 한식 > 한정식,제주특별자치도 제주시 애월읍 신엄리 1301-1
792326596, 헤일로커피, 카페, 제주특별자치도 제주시 애월읍 신엄안2길 54, 126.369871620883, 33.4771159820503, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 953
586983466, 돈걱정, 음식점, 제주특별자치도 제주시 애월읍 중엄3길 65, 126.369964129949, 33.4778611625156, 음식점 > 한식 > 육류,고기,제주특별자치도 제주시 애월읍 신엄리 957
484677509, 오스트라, 카페, 제주특별자치도 제주시 애월읍 애월해안로 592, 126.366852711326, 33.4780111990061, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 989-2
26916864, 금천루, 음식점, 제주특별자치도 제주시 애월읍 신엄9길 3, 126.368218550968, 33.4721524475892, 음식점 > 중식 > 중국요리,제주특별자치도 제주시 애월읍 신엄리 1279-9
524519795, 좋은만두김밥, 음식점, 제주특별자치도 제주시 애월읍 일주서로 6679-1, 126.36544610774675, 33.47113572114957, 음식점 > 분식,제주특별자치도 제주시 애월읍 신엄리 2489-5
1307805252, 만월경 제주애월점, 카페, 제주특별자치도 제주시 애월읍 애월해안로 554-8, 126.362846728386, 33.4776426579918, 음식점 > 카페 > 테마카페 > 무인카페,제주특별자치도 제주시 애월읍 신엄리 2734-1
25689482, 애월에서, 카페, 제주특별자치도 제주시 애월읍 일주서로 6703, 126.368293115336, 33.4719580848585, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 1279-12
893904524, 흑도리, 음식점, 제주특별자치도 제주시 애월읍 신엄5길 1, 126.363717847911, 33.4701810972329, 음식점 > 한식 > 육류,고기,제주특별자치도 제주시 애월읍 신엄리 2409-3
797674984, 와인에빠지다, 음식점, 제주특별자치도 제주시 애월읍 신엄안2길 34, 126.369407284954, 33.4755710063312, 음식점 > 술집 > 와인바,제주특별자치도 제주시 애월읍 신엄리 1135-5
949911154, 브릭하우스 LP카페, 카페, 제주특별자치도 제주시 애월읍 신엄로 52, 126.36478967060258, 33.474850501563346, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 2667-4
937850661, 산나루, 음식점, 제주특별자치도 제주시 애월읍 애월해안로 592, 126.366854895771, 33.4780067022357, 음식점,제주특별자치도 제주시 애월읍 신엄리 989-2
159364795, 보토카페, 카페, 제주특별자치도 제주시 애월읍 애월해안로 552-3, 126.36242588082, 33.4784023336426, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 2747
21353370, 풀하우스 까델아스가든, 음식점, 제주특별자치도 제주시 애월읍 신엄9길 46, 126.366620084504, 33.4753827886393, 음식점 > 한식,제주특별자치도 제주시 애월읍 신엄리 1099-1
1503351830, 꼬미분식, 음식점, 제주특별자치도 제주시 애월읍 일주서로 6675, 126.36538791652325, 33.47085412815889, 음식점 > 분식,제주특별자치도 제주시 애월읍 신엄리 2488
2003362909, 명품JMT포차, 음식점, 제주특별자치도 제주시 애월읍 애월해안로 570-3, 126.36483206104349, 33.477592441858405, 음식점 > 술집 > 실내포장마차,제주특별자치도 제주시 애월읍 신엄리 2715-4
26883584, 난드르바당, 음식점, 제주특별자치도 서귀포시 하예하동로16번길 11-1, 126.37100510566297, 33.234617382450736, 음식점 > 한식 > 육류,고기,제주특별자치도 서귀포시 하예동 1798-4
27405205, 나니아레스토랑, 음식점, 제주특별자치도 서귀포시 예래로396번길 13-33, 126.37208293054643, 33.23797775949208, 음식점 > 양식,제주특별자치도 서귀포시 하예동 1884-6
1093583021, 더베이커피, 카페, 제주특별자치도 서귀포시 예래해안로 109-1, 126.375616877876, 33.2342384932713, 음식점 > 카페 > 커피전문점,제주특별자치도 서귀포시 하예동 1730-1
26583318, 상하이, 음식점, 제주특별자치도 서귀포시 예래로 436-1, 126.371454255874, 33.2360207719309, 음식점 > 중식 > 중국요리,제주특별자치도 서귀포시 하예동 1841-11
262777593, 돈대박흑돼지오겹살, 음식점, 제주특별자치도 서귀포시 예래로 435, 126.371473511594, 33.2357287440247, 음식점 > 한식 > 육류,고기,제주특별자치도 서귀포시 하예동 1841-5
910173711, 하예2132, 음식점, 제주특별자치도 서귀포시 하예하동로21번길 32, 126.374747743749, 33.2338013493777, 음식점 > 한식,제주특별자치도 서귀포시 하예동 1743-3
2029644158, 아미고라운드, 카페, 제주특별자치도 서귀포시 하예로19번길 115-6, 126.37522158952088, 33.24245027498117, 음식점 > 카페,제주특별자치도 서귀포시 하예동 1346-1
19316749, 춘심이네 본점, 음식점, 제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16, 126.37053351760031, 33.2644856335509, 음식점 > 한식 > 해물,생선,제주특별자치도 서귀포시 안덕면 창천리 160-4
662959183, 유안이네, 음식점, 제주특별자치도 서귀포시 일주서로 1287, 126.3756933137063, 33.26408247860004, 음식점 > 한식 > 해물,생선,제주특별자치도 서귀포시 상예동 4751-1
11250634, 삼거리식당, 음식점, 제주특별자치도 서귀포시 안덕면 일주서로 1332, 126.371186596397, 33.2650082694017, 음식점 > 한식,제주특별자치도 서귀포시 안덕면 창천리 155-7
18722401, 달팽이식당, 음식점, 제주특별자치도 서귀포시 안덕면 일주서로 1322-3, 126.37189676274258, 33.26595314686975, 음식점 > 한식 > 육류,고기 > 불고기,두루치기,제주특별자치도 서귀포시 안덕면 창천리 153-56
579446091, 토끼떡공방, 음식점, 제주특별자치도 서귀포시 일주서로 1290, 126.375335096841, 33.2648019731934, 음식점 > 간식 > 떡,한과,제주특별자치도 서귀포시 상예동 4640-3
2063344276, 싱그러우니, 카페, 제주특별자치도 서귀포시 일주서로 1287-1, 126.376091291051, 33.2641097215121, 음식점 > 카페,제주특별자치도 서귀포시 상예동 4751-1
1344575438, 미백담, 음식점, 제주특별자치도 서귀포시 안덕면 한창로 11, 126.370708855803, 33.2660760713846, 음식점 > 한식 > 육류,고기,제주특별자치도 서귀포시 안덕면 창천리 153-32
1748661278, 버닝치즈, 음식점, 제주특별자치도 서귀포시 안덕면 일주서로 1322-3, 126.371901055627, 33.2659531685562, 음식점 > 한식 > 육류,고기,제주특별자치도 서귀포시 안덕면 창천리 153-56
562698017, 도순골식당, 음식점, 제주특별자치도 서귀포시 존제로15번길 9, 126.3767297035268, 33.2648883141744, 음식점 > 한식,제주특별자치도 서귀포시 상예동 4644
19365042, 상예국수, 음식점, 제주특별자치도 서귀포시 일주서로 1307, 126.373571104237, 33.2647426078488, 음식점 > 한식 > 국수,제주특별자치도 서귀포시 상예동 4635
21513304, 창천휴게음식점, 음식점, 제주특별자치도 서귀포시 안덕면 일주서로 1326, 126.371703189315, 33.2654075923268, 음식점 > 한식,제주특별자치도 서귀포시 안덕면 창천리 155-15
1349092178, 뮤지엄카페, 카페, 제주특별자치도 서귀포시 중산간서로 1403, 126.370158066134, 33.2785128740511, 음식점 > 카페,제주특별자치도 서귀포시 상예동 4303
505719302, 더고팡, 음식점, 제주특별자치도 서귀포시 안덕면 신화역사로 863, 126.377846014405, 33.3108581855534, 음식점 > 양식 > 이탈리안,제주특별자치도 서귀포시 안덕면 상천리 476-5
1710030150, 한라산아래첫마을 제주메밀식당, 음식점, 제주특별자치도 서귀포시 안덕면 산록남로 675, 126.37954963795777, 33.32820916398474, 음식점 > 한식,제주특별자치도 서귀포시 안덕면 광평리 211
96216696, 애월연어 안덕점, 음식점, 제주특별자치도 서귀포시 안덕면 산록남로 684, 126.37990887803102, 33.32707493121883, 음식점 > 퓨전요리,제주특별자치도 서귀포시 안덕면 상천리 717-14
1782181059, 소소당양갱, 카페, 제주특별자치도 서귀포시 안덕면 신화역사로685번길 236, 126.37879908125672, 33.3260640928466, 음식점 > 카페 > 테마카페 > 디저트카페,제주특별자치도 서귀포시 안덕면 상천리 717-6
1528947491, 카페산록, 카페, 제주특별자치도 서귀포시 안덕면 산록남로 682, 126.379690901581, 33.3273713737085, 음식점 > 카페,제주특별자치도 서귀포시 안덕면 상천리 717-15
25888529, 얌얌카페, 카페, 제주특별자치도 제주시 애월읍 평화로 1885, 126.37342691672177, 33.394133406190626, 음식점 > 카페,제주특별자치도 제주시 애월읍 어음리 41-4
1924812819, 녹색식당, 음식점, 제주특별자치도 제주시 애월읍 애원로 917, 126.37827771239505, 33.40121731762477, 음식점 > 한식,제주특별자치도 제주시 애월읍 상가리 4-5
35446036, 해삼궁, 음식점, 제주특별자치도 제주시 애월읍 평화로 1976, 126.37971492939036, 33.400151609024576, 음식점 > 한식,제주특별자치도 제주시 애월읍 상가리 8-1
2026096007, 피제리아 덤보, 음식점, 제주특별자치도 제주시 애월읍 소길남길 202-6, 126.377058794914, 33.4183794029343, 음식점 > 양식 > 피자,제주특별자치도 제주시 애월읍 소길리 974-47
27609941, 돈카츠서황, 음식점, 제주특별자치도 제주시 애월읍 장소로 205-2, 126.37959449536152, 33.43432508294164, 음식점 > 일식 > 돈까스,우동,제주특별자치도 제주시 애월읍 소길리 794-1
481425144, 골목카페옥수, 카페, 제주특별자치도 제주시 애월읍 소길1길 19, 126.379977434507, 33.4397509795262, 음식점 > 카페,제주특별자치도 제주시 애월읍 소길리 652-1
2032708564, 소길다방, 카페, 제주특별자치도 제주시 애월읍 소길2길 45-3, 126.379435677348, 33.4388106137126, 음식점 > 카페,제주특별자치도 제주시 애월읍 소길리 619
263582798, 요유나커피, 카페, 제주특별자치도 제주시 애월읍 장소로 211, 126.379841482888, 33.4340702657838, 음식점 > 카페,제주특별자치도 제주시 애월읍 소길리 797-9
1694151087, 알프스인소길, 음식점, 제주특별자치도 제주시 애월읍 소길남길 22, 126.37813907833925, 33.43273639963396, 음식점 > 양식,제주특별자치도 제주시 애월읍 소길리 854-2
576997639, 림스치킨 소길리점, 음식점, 제주특별자치도 제주시 애월읍 광상로 532-30, 126.37662156396956, 33.44209542500325, 음식점 > 치킨 > 림스치킨,제주특별자치도 제주시 애월읍 장전리 1682
1443772576, 맘앤타르트, 카페, 제주특별자치도 제주시 애월읍 중산간서로 6008, 126.373730073738, 33.4507298176015, 음식점 > 카페 > 테마카페 > 디저트카페,제주특별자치도 제주시 애월읍 장전리 1739-14
1365667514, 잇칸시타, 음식점, 제주특별자치도 제주시 애월읍 신엄안2길 54-1, 126.370239915535, 33.4770673650776, 음식점 > 일식,제주특별자치도 제주시 애월읍 신엄리 950
634174711, 당당, 카페, 제주특별자치도 제주시 애월읍 중엄안1길 25, 126.37088065974079, 33.474452411878154, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 1212-1
218595252, 코시롱, 음식점, 제주특별자치도 제주시 애월읍 애월해안로 656, 126.37328763891075, 33.47933317253338, 음식점 > 한식,제주특별자치도 제주시 애월읍 구엄리 1216
1525547515, 노을리카페, 카페, 제주특별자치도 제주시 애월읍 애월해안로 654, 126.37273520892806, 33.47985059305176, 음식점 > 카페,제주특별자치도 제주시 애월읍 구엄리 1219-5
849551985, 애월리에, 음식점, 제주특별자치도 제주시 애월읍 엄수로 8-11, 126.37813673237835, 33.47374972721081, 음식점 > 양식,제주특별자치도 제주시 애월읍 구엄리 912-2
25134090, 왕서방, 음식점, 제주특별자치도 제주시 애월읍 중엄3길 2-1, 126.37368146160634, 33.47394367570341, 음식점 > 중식 > 중국요리,제주특별자치도 제주시 애월읍 신엄리 757-2
9101412, 삼영식당, 음식점, 제주특별자치도 제주시 애월읍 일주서로 6748, 126.37273494809, 33.4730192706629, 음식점 > 한식,제주특별자치도 제주시 애월읍 신엄리 705-2
1474904884, 애월전분공장카페, 카페, 제주특별자치도 제주시 애월읍 중엄3길 60, 126.37031233781966, 33.478358804432936, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 929-3
399863354, 애월삼육공, 음식점, 제주특별자치도 제주시 애월읍 중엄3길 50, 126.371639440724, 33.4779841687439, 음식점 > 한식 > 육류,고기,제주특별자치도 제주시 애월읍 신엄리 920
44582262, 예쁘다애월, 카페, 제주특별자치도 제주시 애월읍 구엄길 1, 126.375512109273, 33.4745984487695, 음식점 > 카페 > 테마카페 > 디저트카페,제주특별자치도 제주시 애월읍 신엄리 764-1
1373190358, 담쟁이, 카페, 제주특별자치도 제주시 애월읍 일주서로 6755, 126.373409667479, 33.4737403465527, 음식점 > 카페,제주특별자치도 제주시 애월읍 신엄리 757-4
743630610, 하영칼국수, 음식점, 제주특별자치도 제주시 애월읍 구엄길 3, 126.375610034078, 33.4747449991932, 음식점 > 한식 > 국수,제주특별자치도 제주시 애월읍 신엄리 764-3
991027001, 제주나기, 음식점, 제주특별자치도 제주시 애월읍 구엄동1길 7, 126.377767961198, 33.4756736665867, 음식점 > 일식 > 일식집,제주특별자치도 제주시 애월읍 구엄리 893
